fake_id,3,47,191,217,501,503,505,512,514,9003,9004,9005,9006,overall_total
7160-7168,69,29,475,49,247,264,162,733,59,0,18,52,0,2157
4521-4527,13,15,345,33,414,202,65,684,34,0,27,23,0,1855
3159-3161,7,8,81,16,451,33,25,168,10,0,10,12,0,821
7239-7241,28,7,171,22,136,64,65,213,34,1,8,20,1,770
1046-1053,124,72,493,125,259,456,299,230,115,0,14,34,1,2222
7770-7783,104,27,798,90,505,745,106,922,108,0,48,63,1,3517
5888-5893,18,13,794,22,136,126,37,389,17,0,38,2,0,1592
7726-7735,30,13,543,47,628,189,44,981,168,0,122,9,0,2774
2885-2895,215,101,440,131,400,485,290,358,119,0,25,46,2,2612
2430-2434,103,55,272,57,160,257,162,209,68,0,6,34,0,1383
3382-3396,103,51,866,102,525,800,215,921,98,0,55,61,0,3797
3091-3091,2,1,13,2,7,7,4,36,4,0,3,3,0,82
7836-7847,14,26,370,36,488,626,64,1142,37,4,31,23,0,2861
722-731,109,65,613,163,352,451,310,239,103,0,21,37,1,2464
5897-5897,0,1,75,0,3,2,2,57,1,0,0,0,0,141
5185-5189,46,20,266,46,263,216,121,276,46,7,7,30,0,1344
2332-2340,234,91,470,70,320,423,248,401,170,0,23,46,2,2498
1-7,91,67,389,95,206,315,225,156,68,3,17,26,0,1658
1507-1518,312,94,592,76,452,442,365,516,199,1,36,49,2,3136
2068-2074,284,44,315,41,263,222,131,367,87,1,30,52,1,1838
3667-3678,128,92,622,139,440,665,304,429,104,1,29,52,0,3005
1562-1567,206,43,196,37,253,208,178,298,112,0,24,43,1,1599
6313-6322,18,19,660,36,347,399,79,930,53,0,37,23,0,2601
748-761,279,96,811,139,540,586,569,476,252,0,22,69,3,3842
5258-5265,19,15,700,30,196,186,48,638,52,0,36,26,0,1946
2553-2558,168,45,274,36,216,209,188,322,104,0,22,42,1,1627
7367-7377,45,34,549,127,467,266,140,1195,66,8,40,32,7,2976
4796-4796,0,0,16,0,4,0,0,38,0,0,1,1,0,60
1025-1031,117,55,362,63,230,256,243,317,120,0,15,37,5,1820
5992-5992,0,0,6,1,7,3,0,36,0,0,3,0,0,56
3892-3894,11,10,289,11,75,50,19,272,11,11,9,28,0,796
7312-7315,45,17,140,29,75,123,44,154,22,4,4,26,2,685
5292-5300,28,7,724,47,169,187,47,1068,29,0,43,18,0,2367
3495-3502,166,34,468,44,237,258,221,310,74,0,24,61,0,1897
6767-6767,0,1,14,0,1,11,0,32,1,0,4,0,0,64
3515-3517,33,5,74,7,38,30,48,165,11,0,5,3,0,419
6779-6781,6,2,289,4,92,44,4,326,8,0,7,8,0,790
5896-5896,2,0,146,3,7,10,1,85,0,0,2,4,0,260
4892-4899,59,28,403,64,390,289,166,563,57,1,17,60,0,2097
7222-7226,60,42,208,39,236,187,101,327,56,0,17,33,0,1306
5039-5050,110,58,712,167,416,625,234,530,111,0,29,49,2,3043
5410-5413,6,4,437,14,44,102,8,214,12,0,28,5,0,874
3410-3422,93,53,646,79,541,697,166,830,86,1,44,77,0,3313
2435-2435,8,4,36,4,12,20,11,27,4,0,1,1,0,128
7596-7608,71,59,788,326,606,464,210,871,88,0,39,65,0,3587
6693-6703,12,15,603,29,166,187,41,1832,31,0,32,31,0,2979
4304-4304,0,0,58,0,9,1,1,183,2,0,0,0,0,254
6920-6921,4,4,108,5,26,21,6,282,3,0,5,2,0,466
6244-6253,61,19,825,78,247,301,73,727,65,0,25,53,0,2474
1671-1675,88,44,241,42,197,202,187,157,90,0,2,18,0,1268
7888-7900,62,15,1276,33,929,296,49,640,33,0,26,40,0,3399
5960-5960,3,3,61,1,2,14,2,72,4,0,0,1,0,163
4605-4611,10,3,422,39,84,147,26,730,42,0,37,0,0,1540
4641-4641,1,0,11,1,4,7,0,69,0,0,5,0,0,98
3939-3944,4,7,608,14,107,129,18,763,6,0,17,4,0,1677
7855-7859,4,4,176,19,654,101,12,285,3,0,15,3,0,1276
3841-3841,1,17,138,1,0,17,1,1,2,0,1,0,0,179
6544-6546,3,5,200,7,137,37,15,338,11,7,17,0,0,777
3859-3864,25,25,223,44,556,70,140,283,40,0,14,35,0,1455
7245-7246,19,10,105,24,53,77,51,162,14,0,3,9,0,527
1298-1298,31,14,45,6,37,38,29,33,12,0,6,15,0,266
1231-1236,84,49,345,53,174,204,194,158,77,1,10,23,0,1372
6393-6393,5,1,9,1,3,1,0,21,1,0,0,0,0,42
4798-4798,0,0,7,2,14,0,0,75,0,4,2,0,4,108
7305-7311,111,43,353,61,228,357,140,395,76,1,20,41,2,1828
6186-6186,0,0,9,0,1,0,1,6,0,0,1,0,0,18
6331-6334,2,3,359,10,69,61,10,448,9,0,9,2,0,982
3875-3882,30,28,722,15,232,144,40,742,35,1,36,34,1,2060
6335-6335,1,1,3,1,1,22,1,34,0,0,2,1,0,67
3687-3715,349,266,1674,350,1102,1707,795,1063,262,7,81,125,4,7785
3219-3219,1,28,7,0,1,2,3,58,0,0,0,0,0,100
1279-1289,344,95,429,71,492,447,334,449,164,0,36,82,0,2943
553-553,22,1,40,5,28,31,13,54,9,0,4,3,0,210
6076-6076,0,0,6,1,0,0,0,24,0,0,1,0,0,32
523-526,138,28,154,18,186,162,109,229,56,0,10,15,0,1105
6041-6045,23,12,274,21,154,135,46,432,19,0,13,23,0,1152
3726-3729,51,29,269,36,157,244,95,157,50,2,6,10,1,1107
1313-1322,215,151,522,86,390,442,333,361,178,2,21,51,0,2752
3231-3238,112,38,310,53,250,387,148,730,74,4,24,38,0,2168
608-612,108,46,146,34,153,140,68,495,64,0,28,28,1,1311
4017-4024,21,14,597,33,423,233,47,590,48,0,52,19,0,2077
855-865,235,126,614,99,341,386,314,595,120,1,33,36,3,2903
6370-6370,0,0,5,0,2,1,0,6,0,0,1,0,0,15
2489-2499,251,97,557,134,313,528,369,441,186,65,33,62,0,3036
4247-4250,8,26,232,35,354,185,40,153,22,7,9,20,0,1091
6299-6304,11,18,372,23,160,214,42,453,23,1,15,14,0,1346
2617-2622,206,30,291,38,241,234,155,265,111,0,29,39,0,1639
4027-4027,0,1,11,7,12,7,1,14,3,0,0,2,0,58
2469-2477,221,57,423,84,284,346,294,352,114,0,26,38,6,2245
5707-5718,43,35,584,94,322,398,88,1080,99,0,62,62,0,2867
3866-3873,11,4,669,3,513,30,10,313,19,1,27,14,1,1615
5470-5472,7,13,92,11,141,123,32,317,42,0,9,8,0,795
6949-6957,23,38,361,63,227,297,102,1057,57,3,28,60,1,2317
4239-4246,23,48,399,53,763,339,75,346,59,0,21,39,0,2165
3292-3299,97,45,352,79,248,375,190,742,78,0,13,33,0,2252
6019-6024,41,9,357,19,151,84,37,785,24,0,31,13,0,1551
148-156,77,72,491,123,254,417,198,214,76,0,14,17,0,1953
3119-3119,1,0,6,0,2,0,0,22,2,0,0,0,0,33
1861-1870,297,110,455,52,379,361,217,540,181,0,36,65,0,2693
6375-6382,67,30,514,25,363,283,98,561,75,0,31,42,0,2089
5969-5980,24,22,1407,31,169,184,47,1488,25,0,15,39,1,3452
4785-4787,4,4,131,6,42,11,12,343,10,0,6,7,1,577
1290-1297,199,86,264,47,305,285,212,292,107,1,23,75,11,1907
2585-2592,172,55,365,73,322,361,258,370,144,0,25,43,0,2188
7477-7488,62,32,768,84,396,542,163,872,78,0,39,69,0,3105
873-880,159,67,478,83,240,319,264,301,88,0,26,45,0,2070
1629-1635,137,85,337,74,214,295,246,221,130,0,14,33,0,1786
5898-5898,0,0,56,0,4,3,5,20,0,0,0,0,0,88
2157-2166,287,78,435,71,394,319,313,497,175,7,30,83,0,2689
7629-7630,4,1,122,4,61,11,6,105,3,0,2,0,0,319
3846-3848,11,6,277,3,69,11,7,219,9,0,20,7,1,640
4064-4075,25,64,638,93,1155,464,137,511,62,1,35,45,1,3231
3039-3045,246,49,295,93,278,297,198,320,112,0,26,74,2,1990
5982-5984,2,2,446,8,25,62,9,200,14,0,8,3,0,779
7712-7713,2,2,49,4,250,23,3,47,8,0,8,5,0,401
1969-1980,207,106,595,149,436,487,482,393,201,0,27,63,1,3147
3001-3013,136,136,875,239,412,707,376,312,123,0,18,36,7,3377
2827-2832,106,62,341,86,236,287,191,167,86,2,13,33,1,1611
7981-7981,0,0,41,0,22,22,0,52,2,0,1,2,0,142
4753-4757,11,18,185,15,192,350,31,503,23,0,12,20,0,1360
3486-3494,190,33,520,48,286,275,207,364,72,0,45,58,1,2099
79-89,131,130,618,144,418,451,423,254,142,0,15,40,1,2767
6243-6243,6,0,99,2,14,19,3,76,2,0,0,3,0,224
3140-3146,21,18,351,73,273,320,88,532,41,0,24,39,0,1780
2060-2067,255,52,373,36,253,299,185,488,104,9,29,52,1,2136
6773-6778,20,8,406,25,91,133,37,774,25,0,37,7,0,1563
5590-5600,45,26,298,86,386,287,83,1448,91,8,42,93,18,2911
7443-7448,17,18,491,32,317,166,37,406,36,0,81,6,0,1607
3189-3194,23,16,298,39,448,135,66,455,26,0,17,31,0,1554
2019-2025,39,57,497,128,76,844,46,178,34,0,11,3,0,1913
7033-7042,24,38,397,61,259,320,96,996,69,0,14,39,0,2313
2407-2417,265,84,633,111,304,512,385,434,170,1,29,77,2,3007
478-490,237,97,597,126,425,449,462,396,161,0,38,55,3,3046
6769-6772,8,7,294,22,59,86,21,540,14,0,20,5,0,1076
1100-1116,246,149,940,209,611,741,652,544,275,0,31,58,2,4458
3223-3230,51,35,404,69,289,449,167,564,36,0,30,35,1,2130
2510-2511,56,17,102,17,64,88,57,89,30,0,3,13,0,536
6093-6095,9,2,149,16,87,76,14,316,16,0,3,8,0,696
7708-7709,3,0,100,0,45,8,2,152,2,0,4,1,0,317
2610-2616,245,53,344,47,279,250,170,334,114,0,39,37,0,1912
2180-2187,231,64,370,48,303,336,231,345,128,0,21,64,0,2141
3353-3360,84,37,600,60,237,315,100,350,61,0,28,23,0,1895
3895-3896,5,2,88,3,60,9,6,272,5,0,8,0,0,458
6486-6500,45,36,655,41,1436,236,146,1304,63,0,37,56,1,4056
3898-3902,43,7,414,9,157,72,39,450,33,0,16,13,0,1253
4793-4793,0,0,4,0,8,0,0,41,1,0,2,1,0,57
4624-4630,8,4,631,19,193,212,21,550,18,0,28,0,0,1684
6071-6075,19,7,539,23,62,88,16,442,19,0,33,5,1,1254
6359-6367,8,8,523,16,102,187,35,1415,43,0,31,23,0,2391
3758-3758,1,0,3,0,3,0,0,26,1,0,1,1,0,36
4299-4299,0,0,2,0,1,0,1,8,0,0,0,0,0,12
1201-1208,262,78,376,40,329,294,244,446,142,20,25,64,1,2321
6936-6948,25,52,447,74,318,396,128,1422,102,0,42,74,0,3080
5858-5859,3,5,83,9,83,73,5,135,7,0,12,3,0,418
4795-4795,0,0,35,0,17,1,2,101,1,0,3,4,0,164
7901-7906,34,7,587,20,499,114,26,305,20,0,23,0,5,1640
7321-7323,14,9,198,26,50,93,51,279,26,0,10,13,0,769
2367-2376,177,73,540,109,294,444,291,380,138,0,18,45,0,2509
6971-6979,18,20,259,55,202,238,94,828,63,0,19,49,1,1846
7052-7057,10,14,235,36,165,190,80,748,47,0,13,29,0,1567
5863-5863,3,1,109,1,6,7,0,50,4,0,2,0,0,183
1276-1278,104,31,141,22,105,109,121,139,52,0,11,23,0,858
6032-6033,5,3,304,10,21,52,9,130,8,0,12,0,0,554
3118-3118,4,1,49,3,6,3,5,75,1,0,4,9,0,160
1466-1470,99,50,310,51,172,221,181,211,70,0,11,17,0,1393
4654-4655,4,1,69,3,82,53,3,315,6,0,4,6,0,546
5474-5474,1,0,31,3,8,25,0,39,4,0,0,0,0,111
4642-4653,20,16,765,24,318,261,71,1447,64,0,72,5,0,3063
1815-1821,159,62,297,54,220,275,194,201,120,0,12,35,0,1629
2723-2731,185,64,525,74,264,387,346,349,142,0,14,53,0,2403
1323-1335,244,201,660,101,486,573,481,470,214,1,19,73,0,3523
5243-5250,65,21,500,59,234,241,122,680,88,1,22,54,1,2088
7609-7614,39,27,342,138,299,232,91,415,40,0,24,21,0,1668
1192-1200,163,100,404,111,320,346,295,311,136,0,29,50,2,2267
4954-4956,13,10,195,28,110,92,58,186,15,0,5,27,0,739
2026-2031,39,70,446,107,99,530,80,228,47,0,11,7,0,1664
5923-5923,1,0,43,0,17,3,0,64,1,0,1,1,0,131
7007-7015,26,35,377,61,275,303,98,1014,64,0,30,48,0,2331
3461-3461,1,3,89,3,20,32,7,50,4,0,3,6,0,218
6168-6177,41,17,818,54,265,340,52,908,47,0,44,39,0,2625
1150-1163,307,166,647,128,528,581,396,506,172,2,34,77,0,3544
7455-7456,2,9,138,9,50,57,8,190,11,0,2,5,0,481
4300-4300,1,1,30,0,6,3,0,34,3,0,0,0,0,78
4782-4784,4,4,103,3,24,58,4,196,5,0,13,0,0,414
20-36,205,150,991,231,526,708,465,490,183,1,31,46,4,4031
1987-1994,228,37,301,56,389,304,189,311,182,0,20,46,0,2063
2811-2818,130,93,450,116,305,362,270,238,112,1,18,33,2,2130
2319-2322,104,30,168,46,135,140,154,204,67,0,12,36,0,1096
2872-2879,209,73,356,90,302,346,309,326,156,0,20,55,0,2242
7911-7916,13,21,379,30,548,111,31,262,27,0,41,24,0,1487
3854-3854,0,0,33,0,15,1,0,32,0,0,0,1,0,82
7639-7643,6,6,234,8,567,86,14,341,10,0,20,3,0,1295
3897-3897,3,1,16,2,9,22,3,135,3,0,2,0,0,196
2846-2855,65,122,741,194,239,724,210,211,78,0,15,18,0,2617
1727-1733,126,71,410,70,245,320,262,263,105,4,4,21,0,1901
4822-4822,0,4,15,1,11,3,1,51,0,0,0,1,0,87
6187-6192,42,20,519,41,211,168,85,480,38,0,19,50,0,1673
2203-2210,210,57,314,38,271,238,241,340,76,18,17,42,0,1862
7150-7159,89,48,525,67,358,361,233,836,85,1,29,65,0,2697
3082-3084,30,46,190,60,123,176,81,78,31,0,11,15,1,842
1117-1123,138,68,335,81,240,285,253,267,110,0,17,40,0,1834
7316-7318,62,23,115,26,119,110,57,181,23,1,8,10,0,735
6004-6011,16,3,529,9,125,53,20,702,27,0,61,25,0,1570
7464-7476,61,31,874,82,441,678,171,899,78,0,40,71,0,3426
7738-7758,121,46,1314,164,794,1174,162,1401,157,0,57,81,2,5473
4226-4238,37,50,629,106,1103,544,132,515,65,0,29,65,0,3275
2383-2392,244,91,511,101,328,443,309,391,176,0,38,64,0,2696
5573-5589,63,39,441,52,505,389,127,2146,118,1,84,111,0,4076
5453-5453,1,0,1,0,5,6,0,13,3,0,0,0,0,29
2300-2312,298,89,527,82,430,472,325,558,143,0,33,91,3,3051
3519-3528,82,50,422,92,334,772,322,365,88,0,29,55,3,2614
2896-2905,198,92,516,138,368,505,290,380,107,0,33,48,2,2677
721-721,3,0,1,1,2,1,0,1,0,0,0,0,0,9
5824-5832,18,21,727,35,226,264,37,908,56,0,31,36,0,2359
7430-7435,28,14,379,42,241,255,37,528,33,0,13,27,0,1597
5389-5391,12,7,119,18,89,87,46,351,33,0,15,31,0,808
4562-4562,0,0,19,0,29,0,2,83,3,0,3,0,0,139
6731-6731,0,0,24,2,8,14,3,56,3,0,1,0,0,111
3112-3114,6,8,268,9,28,33,11,313,8,0,9,12,0,705
3207-3218,33,25,464,66,831,256,116,740,42,0,33,36,0,2642
3162-3168,34,16,251,28,235,161,63,555,28,0,16,36,1,1424
2931-2934,79,33,139,50,103,148,121,183,96,0,11,20,0,983
4758-4765,13,19,500,36,345,133,34,1063,15,0,29,24,0,2211
6374-6374,1,0,10,0,2,2,0,19,2,0,1,1,0,38
2323-2331,224,86,515,79,302,399,276,431,128,0,27,47,28,2542
5022-5038,162,69,815,174,547,816,270,771,133,3,37,103,2,3902
5195-5195,5,4,38,3,22,41,9,34,8,0,1,2,0,167
8-19,130,108,677,176,386,522,338,325,101,0,23,34,1,2821
1265-1269,141,20,173,24,266,159,117,254,95,0,18,24,0,1291
4347-4355,56,17,954,35,261,124,60,913,22,0,45,33,1,2521
5860-5861,4,1,218,3,85,21,1,69,5,0,3,3,0,413
3102-3111,76,28,383,63,425,233,155,1133,77,0,29,59,0,2661
1636-1646,207,88,532,107,400,462,351,329,227,0,30,51,3,2787
1587-1591,186,28,161,42,200,187,142,240,94,0,16,48,13,1357
2167-2179,376,100,619,99,520,465,378,571,187,0,48,86,0,3449
7553-7558,43,18,315,153,291,196,100,409,34,0,19,42,0,1620
4665-4671,10,9,281,24,805,102,35,626,21,0,13,11,1,1938
3976-3983,7,3,638,14,228,238,20,633,14,0,32,16,0,1843
5995-5996,2,0,44,4,29,5,4,120,12,0,8,3,0,231
402-413,283,111,653,130,444,519,417,429,218,0,27,69,2,3302
7658-7666,30,24,714,16,887,158,27,685,32,2,20,44,0,2639
4773-4773,4,2,25,2,29,11,8,191,0,0,8,0,0,280
6576-6578,4,4,70,8,127,29,20,288,26,7,9,14,0,606
3117-3117,2,0,66,0,0,1,5,53,1,0,4,0,0,132
7094-7095,1,3,88,5,20,33,10,306,14,0,7,8,0,495
2255-2264,247,103,521,112,391,377,357,400,145,0,18,54,2,2727
5428-5434,13,14,287,25,133,207,29,778,37,7,19,36,0,1585
2035-2046,249,102,514,70,337,413,260,462,166,0,20,63,1,2657
3849-3850,5,0,173,2,75,12,4,193,7,0,10,5,0,486
6749-6756,9,15,524,20,125,254,37,1012,27,0,32,22,0,2077
2745-2747,138,13,52,10,128,73,33,222,29,0,18,19,0,735
4579-4585,40,9,444,34,305,273,46,640,37,14,62,8,2,1914
7716-7721,19,1,450,8,84,43,17,787,18,0,14,4,0,1445
5196-5201,48,28,325,42,208,218,110,402,41,1,5,37,0,1465
5445-5445,0,0,15,2,1,2,2,21,1,2,1,1,0,48
1087-1099,196,118,777,188,390,548,475,413,164,0,30,68,4,3371
6704-6708,4,3,271,11,81,66,19,846,32,0,17,12,1,1363
187-193,148,78,463,75,235,280,255,229,99,0,18,34,0,1914
4570-4574,7,5,415,17,92,110,17,611,13,0,36,0,0,1323
2313-2318,154,47,316,49,230,226,187,298,97,0,13,41,0,1658
1248-1248,13,10,57,16,42,27,57,43,13,0,1,4,0,283
1849-1860,295,109,486,84,388,464,220,571,241,1,36,69,4,2968
4772-4772,1,1,70,4,37,14,3,144,0,0,5,0,0,279
6667-6672,18,8,398,31,117,96,29,770,11,0,43,0,0,1521
4507-4507,1,1,31,3,4,11,1,22,2,0,2,0,0,78
7254-7255,0,0,0,0,0,0,0,0,0,0,2,1,1,4
4503-4506,10,6,210,5,172,64,19,524,21,0,41,2,0,1074
1471-1481,313,102,436,80,384,435,348,359,188,1,24,64,4,2738
3598-3606,100,55,463,77,408,509,242,334,107,0,26,58,0,2379
3843-3844,1,1,99,0,26,13,6,224,3,0,6,2,0,381
4683-4683,0,0,9,0,2,0,0,12,0,0,0,0,0,23
3745-3755,197,61,446,98,426,509,334,557,153,1,45,84,1,2912
4054-4063,27,39,464,158,991,445,111,386,56,0,34,40,0,2751
5333-5343,41,37,462,67,393,351,131,1187,135,0,44,74,0,2922
2766-2779,368,89,448,102,723,430,242,702,203,0,61,90,0,3458
4806-4808,4,3,58,1,129,12,4,371,8,0,13,7,0,610
6629-6642,76,68,997,93,356,475,99,1490,71,0,52,66,0,3843
7227-7230,34,21,176,23,193,141,84,286,37,0,4,25,0,1024
3317-3326,68,39,814,72,303,482,154,681,74,12,28,49,0,2776
6126-6134,38,23,695,56,390,244,91,567,42,0,32,35,2,2215
414-419,127,39,193,23,281,151,131,229,74,0,13,32,0,1293
3842-3842,0,0,13,0,17,0,0,33,0,0,0,0,0,63
5267-5275,20,13,697,30,142,275,33,1006,23,0,48,23,0,2310
6236-6242,19,11,624,25,106,171,31,540,39,0,30,4,0,1600
6709-6713,12,9,167,18,105,85,30,779,21,0,40,0,2,1268
3435-3449,113,46,714,89,561,660,177,791,106,0,49,65,0,3371
2780-2791,345,91,447,79,625,429,286,583,183,0,56,90,0,3214
3560-3566,57,46,297,62,229,553,216,252,41,0,19,38,2,1812
7541-7552,71,45,715,317,553,384,194,786,67,8,53,58,3,3254
2638-2649,303,89,578,119,414,466,320,549,205,0,35,74,0,3152
7414-7422,31,14,685,61,195,408,87,803,31,0,41,57,2,2415
5182-5184,21,10,136,29,115,103,44,237,14,0,6,18,0,733
1164-1181,361,165,849,197,695,684,562,624,245,5,34,109,0,4530
2650-2657,198,56,400,86,333,317,222,355,112,0,20,64,0,2163
6432-6432,10,1,59,1,13,9,2,134,3,7,3,4,0,246
1930-1935,171,32,180,32,237,152,108,229,91,0,24,34,0,1290
6026-6031,21,14,814,37,142,136,28,472,9,0,27,0,0,1700
5938-5938,1,1,54,1,12,12,2,107,3,0,3,0,0,196
6904-6910,6,7,516,17,51,110,20,836,23,0,19,21,0,1626
5719-5728,28,27,437,65,264,318,72,904,125,0,23,54,0,2317
3584-3587,36,18,134,36,168,302,103,210,29,0,7,18,0,1061
292-296,111,27,193,31,260,122,96,219,52,0,15,49,1,1176
804-812,198,63,449,60,270,393,238,322,106,0,19,29,0,2147
2341-2347,175,56,363,48,234,310,234,315,105,0,24,24,0,1888
7256-7260,103,56,259,14,195,127,82,238,51,0,16,28,0,1169
5251-5257,43,17,420,40,185,187,93,723,66,0,20,54,0,1848
7237-7238,8,6,33,11,60,47,39,149,31,0,0,5,0,389
7967-7971,28,12,491,16,92,79,22,274,13,0,33,2,0,1062
1568-1576,282,64,311,58,371,282,215,490,206,0,33,66,1,2379
5417-5417,1,2,134,3,19,11,12,79,3,0,2,6,3,275
6621-6628,39,48,588,53,216,277,78,889,30,0,20,36,0,2274
5907-5914,77,23,595,37,244,316,115,500,48,0,20,50,0,2025
5202-5208,62,35,323,53,223,245,122,525,62,1,24,32,1,1708
1788-1798,271,91,479,105,350,366,369,379,196,5,22,79,1,2713
6459-6459,5,0,24,0,13,0,0,8,2,0,2,0,0,54
1551-1561,328,67,351,65,423,340,274,492,190,0,31,70,5,2636
5061-5081,253,81,1178,258,753,1109,421,977,221,4,51,111,2,5419
3307-3316,80,46,835,73,266,488,167,674,63,0,24,56,0,2772
3540-3548,88,45,333,67,311,546,283,303,45,0,14,67,0,2102
4034-4034,0,0,12,0,5,4,0,7,2,0,5,0,0,35
4363-4368,13,7,876,25,74,73,28,407,20,0,26,23,1,1573
6356-6357,2,2,106,2,35,54,5,104,8,0,8,5,0,331
7690-7696,21,14,391,16,349,108,64,688,51,0,25,29,0,1756
656-673,283,122,1068,214,718,789,597,554,238,0,44,83,0,4710
4076-4085,22,62,639,100,749,501,108,444,58,1,26,36,1,2747
4563-4569,6,9,633,22,148,173,16,792,19,0,32,0,0,1850
3470-3477,204,39,277,51,311,324,185,531,90,0,34,38,1,2085
6501-6513,41,33,601,32,1256,182,133,1070,50,0,41,44,1,3484
2231-2238,235,39,253,23,172,227,134,355,96,0,25,41,0,1600
3957-3957,0,0,16,2,3,1,0,31,0,0,1,0,0,54
2089-2105,295,160,892,196,454,697,522,542,201,0,46,72,2,4079
7848-7848,0,2,0,1,5,4,1,4,0,0,0,1,0,18
420-427,190,57,259,40,412,275,204,397,106,0,29,32,2,2003
3622-3632,158,56,460,106,465,629,310,478,115,11,29,71,1,2889
1384-1401,302,182,810,192,751,623,632,527,232,5,28,76,0,4360
935-947,296,119,714,114,435,511,412,507,172,1,43,91,2,3417
3959-3959,0,0,3,2,2,3,0,32,0,0,0,0,0,42
6305-6312,13,12,615,27,265,381,84,680,45,0,46,16,2,2186
4468-4475,35,23,514,21,309,405,59,789,28,0,20,48,0,2251
230-251,318,230,1407,314,698,1199,659,677,280,0,52,66,1,5901
1799-1805,169,68,321,64,247,298,252,305,117,0,25,36,0,1902
7784-7795,50,31,641,85,518,629,108,803,92,0,42,53,0,3052
3239-3256,238,102,717,167,589,835,342,1464,164,3,67,99,1,4788
4200-4211,23,61,533,86,1042,506,108,443,69,1,41,52,2,2967
5894-5894,0,0,34,1,6,5,1,7,2,0,0,0,0,56
6884-6898,29,21,854,64,378,505,107,1554,55,7,53,64,0,3691
762-775,296,115,681,156,494,498,547,440,222,0,35,75,3,3562
6757-6766,15,16,625,46,196,284,54,1276,37,0,43,25,0,2617
4592-4599,39,10,519,46,430,294,44,677,27,0,57,5,0,2148
5235-5236,23,8,114,23,92,87,33,122,15,2,5,9,0,533
6595-6598,13,5,330,17,62,94,23,386,17,0,20,7,0,974
326-331,108,38,219,46,194,230,191,196,84,0,19,27,0,1352
4532-4536,2,38,254,13,143,131,19,672,17,0,10,1,0,1300
7917-7921,4,7,295,21,354,164,22,408,26,0,8,17,0,1326
7812-7822,81,16,679,93,444,565,85,713,86,7,39,37,0,2845
5305-5309,3,2,516,7,104,45,6,649,9,0,25,3,0,1369
4537-4545,11,9,638,18,133,333,25,764,29,0,31,28,0,2019
6991-7006,44,45,607,88,461,455,183,1774,114,10,43,86,2,3912
5356-5368,29,19,456,56,436,286,98,1234,131,0,30,85,1,2861
3910-3912,5,1,118,2,97,57,4,182,8,0,14,3,0,491
6899-6903,12,8,309,27,131,187,29,561,19,0,12,17,0,1312
6034-6035,3,3,110,1,16,20,0,101,2,0,3,4,0,263
5925-5931,10,6,665,7,303,80,15,586,19,0,18,11,1,1721
5051-5060,95,43,543,123,383,542,223,488,99,0,17,39,0,2595
4375-4377,6,1,285,6,31,21,10,119,6,0,1,0,0,486
4840-4843,34,22,288,42,117,131,91,188,39,0,12,24,0,988
4636-4640,10,8,302,28,195,111,30,637,10,0,33,6,0,1370
989-994,53,68,395,83,189,312,203,193,63,0,8,16,4,1587
3220-3220,1,2,13,0,36,15,0,29,0,1,0,1,0,98
7922-7929,7,6,467,17,569,275,27,680,28,0,39,26,0,2141
4600-4604,26,6,315,22,273,159,29,434,25,0,58,0,0,1347
6768-6768,0,0,19,0,7,20,0,29,1,0,1,0,0,77
4407-4415,26,11,714,46,389,304,89,718,27,0,35,44,0,2403
7319-7320,7,2,149,2,7,36,10,189,0,0,1,0,0,403
6221-6230,93,32,903,63,366,287,161,767,39,0,59,49,0,2819
4379-4384,5,24,296,11,543,127,33,526,21,0,31,20,0,1637
5478-5486,24,14,1071,17,305,333,43,505,52,0,55,26,0,2445
1410-1418,165,140,525,100,347,395,387,297,135,0,19,33,0,2543
4586-4591,33,11,388,32,275,220,43,536,26,0,42,12,0,1618
3865-3865,3,1,19,0,22,6,0,36,3,8,0,2,0,100
3462-3469,200,31,317,55,318,309,179,561,63,8,20,43,0,2104
2819-2826,144,71,463,125,302,405,263,235,114,0,15,36,0,2173
2721-2722,23,4,55,11,16,43,20,30,7,11,1,11,0,232
3804-3819,107,34,958,47,920,299,93,1095,62,0,48,93,0,3756
5862-5862,0,0,47,0,4,20,3,85,0,0,0,1,0,160
5657-5669,28,38,636,80,353,429,100,1181,145,0,35,65,0,3090
7715-7715,0,0,0,0,0,0,0,15,0,0,0,0,0,15
4297-4298,1,0,144,0,17,6,2,178,2,0,4,6,1,361
6853-6853,1,1,12,2,4,19,2,41,2,2,0,2,0,88
3762-3777,101,19,918,41,924,319,109,1112,75,0,64,73,6,3761
4416-4422,22,11,484,41,303,224,42,594,46,0,42,26,0,1835
275-279,139,95,233,37,163,199,147,229,55,0,15,24,1,1337
7697-7702,6,6,334,11,266,89,53,651,25,0,24,40,4,1509
3993-3996,7,1,496,23,181,89,21,160,12,0,34,4,1,1029
2418-2429,298,132,657,122,381,555,407,448,190,1,28,84,0,3303
5180-5181,6,7,31,9,43,28,33,109,14,0,3,1,0,284
6817-6822,23,15,290,30,182,133,44,518,29,0,34,17,0,1315
6184-6185,12,2,102,2,16,29,5,159,7,0,8,2,0,344
3090-3090,0,0,1,1,4,1,0,6,1,0,1,0,0,15
6003-6003,2,0,63,1,25,19,5,114,1,0,0,0,0,230
1676-1684,120,99,462,65,260,392,232,374,141,0,16,40,0,2201
1519-1524,200,47,212,32,265,173,165,307,132,0,36,35,1,1605
