dne_id,lat,lon
6721,-31.3590179990726,-64.9638128897381
6722,-31.3418153,-64.9182569
6723,-31.4071630238825,-65.0440244803373
6724,-31.3164499957104,-64.464410000127
6725,-31.3164508274671,-64.4644105358702
6727,-30.8606433439752,-64.5151893748666
6728,-30.8606433439752,-64.5151893748666
6730,-31.2375791945555,-64.4658577684687
6732,-31.236566285567,-64.4642795572685
6733,-31.2429629251687,-64.4659287764872
6735,-31.2453789741941,-64.4690861692748
6737,-31.0733799958539,-64.4954700001299
6739,-30.9524115959238,-64.49390540013
6747,-30.9205465,-64.5354312
6748,-31.4197750640475,-64.4962175875438
6752,-31.4144571058824,-64.4904914449619
6758,-31.4130253363522,-64.5021864045386
6765,-31.1117699958311,-64.485660000129
6766,-31.1117699958302,-64.4856600001291
6767,-31.3478555956903,-64.4624190001271
6768,-31.3479284643782,-64.4625085083407
6772,-30.9234106,-64.5032219
6773,-31.4823338956116,-64.565379500136
6776,-31.4770173886383,-64.5289695590748
6783,-33.6324204563592,-64.0200316886464
6784,-33.6386115214795,-64.0216684240052
6788,-32.8469474,-64.3572498
6791,-33.1026,-64.3377
6792,-33.0972129358732,-64.3439736181548
6794,-33.1127994333262,-64.3376511709794
6797,-32.4518999950581,-64.3884000001195
6799,-33.5079241,-64.6782247
6802,-32.5809122744855,-64.2906780757113
6803,-32.5809122744855,-64.2906780757113
6809,-33.2102197015,-64.257289898
6811,-33.2806999946007,-63.9748300000823
6825,-33.1397,-64.3345
6826,-33.137363914052,-64.3272500522194
6827,-33.1447710754892,-64.3433381485431
6828,-33.1345736642661,-64.3342087113721
6829,-33.1337,-64.3343
6830,-33.1368735833271,-64.3353167853109
6832,-33.1226,-64.3439
6833,-33.1267,-64.3514
6834,-33.1215,-64.3482
6836,-33.1227056915289,-64.3421382913803
6837,-33.1231008594426,-64.3422002649703
6838,-33.1092960285378,-64.3533926984934
6839,-33.1325553285009,-64.3451355308931
6840,-33.1186990644302,-64.3533821033023
6841,-33.13,-64.3501
6842,-33.1308387376388,-64.3562877253039
6843,-33.1268818451285,-64.3507325068039
6844,-33.1225719942827,-64.3429396870554
6845,-33.1238669859061,-64.353001907077
6848,-33.1227,-64.3506
6860,-33.4904273,-64.4293632
6861,-30.9069408662418,-63.7055437545004
6864,-31.4285323433,-63.8325920005
6865,-30.7602666,-63.5589708
6870,-30.8939199959605,-63.0034199999806
6871,-30.8939199959605,-63.0034199999806
6874,-30.7588158289,-63.2040068445
6875,-31.1683292390103,-63.6079978943117
6878,-31.3454799956934,-63.9447400000803
6879,-31.3454799956927,-63.9447400000811
6880,-31.3454799956927,-63.9447400000811
6882,-30.7815499960279,-63.411500000028
6886,-31.4776266175,-63.7337311362
6887,-31.3310553323088,-63.6181073287696
6888,-31.3338930720448,-63.6212168927654
6891,-31.0322447,-63.4894341
6892,-31.1580199958037,-63.3987500000268
6893,-31.1175293508,-63.6008927053
6895,-31.1324210564,-63.228992395
6899,-30.181420243,-63.3915284935
6900,-29.9363144952406,-63.6870763538627
6901,-29.8027076,-63.6274677
6903,-30.1598238818977,-63.592564718609
6904,-29.9062199965616,-63.7227600000595
6905,-29.9064499965601,-63.7241700000613
6906,-30.0745172075,-63.35794706
6907,-30.2702247884,-63.427201371
6908,-29.8204295,-63.5929568
6909,-30.0969878,-63.9328745
6911,-30.1155225,-63.8448587
6912,-29.9241652813725,-63.5890520533251
6913,-31.6687650955035,-63.2003409000173
6914,-31.5081668492935,-63.3395061445061
6915,-31.8758310527,-63.1165618815
6916,-31.9640779622642,-63.3819211384091
6917,-31.8736473338017,-63.8159500024809
6918,-31.7791047797098,-63.805571091171
6919,-31.7754795461202,-63.7997866290297
6921,-31.8340794,-63.4529192
6922,-31.6489287400356,-63.3408380267394
6923,-31.6489287400356,-63.3408380267394
6924,-31.7140606539773,-63.508737893044
6925,-31.9106548903623,-63.6811918797063
6926,-31.9106548903623,-63.6811918797063
6928,-31.9106548903623,-63.6811918797063
6929,-31.6755499773347,-63.8750995388198
6930,-31.6755499773347,-63.8750995388198
6931,-31.6755499773347,-63.8750995388198
6932,-31.6755499773347,-63.8750995388198
6933,-32.0197899953026,-62.9192799999718
6934,-32.0197899953026,-62.9192799999718
6935,-31.59550633915,-63.61432216305
6937,-31.649915377945,-63.9108214985258
6938,-31.6495257342989,-63.9112287670919
6939,-31.6547432140309,-63.9047754346565
6940,-31.649915377945,-63.9108214985258
6942,-31.3917499956662,-63.4169100000288
6943,-31.5603599955677,-63.5389300000414
6944,-31.5603599955677,-63.5389300000414
6945,-31.5603599955677,-63.5389300000414
6946,-31.8628741,-63.2772515
6948,-31.8444589,-63.7433223
6950,-31.5242997,-63.6899361
6951,-31.4031486,-63.3265208
6952,-34.1283259549995,-63.3875004193582
6959,-34.2047863697,-62.9771365515
6963,-34.0535282330972,-63.7329432503996
6965,-34.5131413,-63.7092404
6966,-34.4735999939709,-63.5349000000416
6967,-34.2967298997,-63.2674002685
6971,-31.7055336507546,-65.0196691997306
6972,-31.7463154545007,-65.0110858431691
6975,-31.7955489522482,-65.0018464856471
6981,-31.6686418,-65.0167062
6983,-31.6139718595696,-64.9030730025333
6984,-31.8337278571,-64.8465692434
6986,-31.8245865954122,-64.970272700172
6988,-31.6975211,-65.1027334
6990,-31.6673615078,-65.3760565897
6992,-31.8348784453,-65.5498740894
6994,-31.9498027594642,-65.1877209503566
6996,-31.9533318424651,-65.1965329493691
6998,-31.8752196157734,-65.0305223120115
7002,-32.2166195853742,-65.0472502572711
7012,-32.247693895,-65.1713829593
7013,-32.0679585,-65.0298602
7015,-31.9380399953493,-62.4657599999051
7016,-31.9380399953493,-62.4657599999051
7017,-30.9576550500452,-62.3395172810218
7021,-31.4177988223764,-63.0403128757948
7022,-31.4177988223764,-63.0403128757948
7024,-31.0113699958902,-62.6731099999342
7025,-31.0113699958902,-62.6731099999342
7026,-30.705906129023,-61.9038294641453
7027,-30.8679026249137,-62.0332469476094
7028,-31.4868381,-62.9951541
7030,-31.3206461874487,-62.8175006926262
7031,-31.4030499956589,-62.306139999873
7032,-31.4030499956589,-62.306139999873
7033,-31.5104502,-62.8208412
7034,-31.5104502,-62.8208412
7035,-31.7409986043843,-62.89023792561
7036,-31.9680177097848,-62.3007843089882
7037,-31.3861371561122,-62.827585573659
7038,-31.3815165281388,-62.8292414676461
7040,-31.1656099957981,-62.0986299998284
7041,-31.2216023,-62.0787923
7042,-31.4071099956568,-62.6331999999294
7043,-31.4071099956568,-62.6331999999294
7045,-31.2501079083,-63.062152988
7046,-31.7055505876375,-62.4845706646921
7049,-31.8739156836624,-62.7152588002125
7050,-31.8734170476253,-62.7241733009081
7051,-31.8652051181708,-62.7184949848641
7052,-31.5104502,-62.8208412
7053,-31.2504942120271,-62.3607357897498
7054,-30.9945149958988,-62.826475999985
7055,-31.5104502,-62.8208412
7057,-30.7038103676102,-62.0142218478338
7058,-30.711032764773,-61.999782178155
7061,-31.0140199958877,-62.0619299998185
7062,-31.0140199958877,-62.0619299998185
7063,-31.6297742902041,-62.3684615544039
7065,-31.6633599955077,-63.0403599999863
7066,-31.6633249946631,-63.0421870000037
7069,-31.4364,-62.0778
7070,-31.4362,-62.0881
7071,-31.4353,-62.1015
7072,-31.4358,-62.0881
7073,-31.4344,-62.0875
7074,-31.4328292542777,-62.098562658011
7075,-30.781221074,-61.9173704986
7078,-31.4275999956451,-63.1927500000042
7079,-30.8432499959891,-61.9556699997913
7080,-31.4045237123732,-62.9717516571503
7081,-31.24628853,-62.9261123922
7082,-31.6318084863,-62.8967937182
7087,-31.4298,-62.0822
7090,-30.9176774,-62.0706057
7095,-31.6569986400063,-64.4088055889868
7098,-31.6482462113831,-64.4337204390431
7099,-31.6571220812339,-64.4181603244637
7100,-31.6577729433961,-64.4322199681656
7101,-31.6538675099687,-64.4303337762248
7102,-31.6577748494674,-64.4310549882878
7103,-31.6572540317456,-64.4360598573062
7109,-31.3919793648,-64.9230136594
7111,-31.7650937317535,-64.2161000314572
7112,-31.7650937317535,-64.2161000314572
7114,-31.6458773,-64.0902753
7116,-31.4684099956214,-64.3614100001178
7123,-31.7258138674783,-64.4025753649086
7127,-31.7359595324,-64.4552082769
7131,,
7132,-31.7227838794,-64.4374244787
7134,-31.4458699956339,-64.3673300001185
7137,-31.7974163,-64.5137565
7138,-31.804417030652,-64.4137245570464
7139,-29.5786847709738,-64.1018618600999
7140,-30.0682199,-64.0515751
7141,-29.9343960868476,-64.1129505788369
7142,-29.7819924504,-64.1357189901
7143,-32.190406321764,-64.2542309252046
7144,-32.1945952046064,-64.2476560653939
7146,-32.1639599952207,-63.8924700000752
7148,-32.1807538274687,-63.6421543784163
7149,-32.4271775902632,-63.7319858268954
7150,-32.4235194128333,-63.7331129955296
7151,-32.4282075190852,-63.7324328585975
7152,-32.4235194128333,-63.7331129955296
7153,-32.1592833308898,-63.4668347093504
7154,-32.1592833308898,-63.4668347093504
7156,-32.7004399949192,-63.7053400000577
7157,-32.0459948837,-63.2003468175
7159,-32.0366837924375,-63.5708280688173
7160,-32.0417973574181,-63.5744704021021
7161,-32.2406712951764,-63.6425657000555
7162,-32.2527754,-63.6505705
7165,-32.1693255516594,-64.1072071181599
7168,-32.1658024681202,-64.1247732713639
7170,-32.1789314468652,-64.1171389426328
7174,-32.249819995172,-63.9750600000828
7175,-32.2498199951717,-63.9750600000835
7176,-32.0357346790729,-63.8634930510171
7177,-32.5085060234704,-63.9271435880264
7179,-30.8388215212025,-63.8003673961398
7180,-30.7393629,-63.721681
7181,-30.5644262,-64.0006993
7182,-30.5652392796,-64.1388070416
7183,-30.870357376,-64.2332893353
7193,-30.17343,-63.926248
7195,-31.4615197,-65.4682853
7196,-30.0308490681918,-64.4176335807693
7197,-32.3595285,-64.4328036
7199,-30.2648033418566,-63.561232903618
7200,-30.1454812,-63.7159946
7203,-30.091920148,-64.1540449112
7204,-30.2528778,-64.1733465
7206,-30.1785130705579,-63.8646423035819
7207,-30.2129889,-64.0101637
7208,-30.2402883,-64.0851065
7211,-32.5860159779,-63.023793534
7212,-32.6301309295113,-62.6852690265868
7213,-32.6340087199641,-62.6916101851321
7214,-32.6278514961552,-62.6885625678024
7215,-32.6314172709178,-62.6881966953539
7218,-33.3019229447,-62.7146585616
7219,-32.006241133432,-62.5355518178353
7220,-33.5631022152085,-62.8858985295861
7221,-33.5636315535413,-62.885039558957
7222,-32.6640192,-62.7458186
7223,-32.3066789,-62.650021
7226,-33.170785548,-62.7752475821
7227,-33.5883159603,-62.7287890768
7228,-32.812445996,-63.0332490688
7229,-33.1498857456004,-62.8583247015475
7230,-33.151669319681,-62.8560716520258
7231,-31.3729399956765,-64.4338100001244
7232,-33.2047577432415,-62.5997137869588
7233,-33.2061749560422,-62.5947456081684
7236,-32.3654499951065,-62.3103999998823
7237,-32.3654499951065,-62.3103999998823
7238,-32.8409799948412,-62.8658399999671
7239,-33.1252099946851,-63.0417399999891
7240,-33.1252099946851,-63.0417399999891
7241,-32.8842992564405,-62.6751621085091
7242,-32.8818696845507,-62.6801733753335
7243,-32.5917699949795,-62.8334199999622
7245,-32.6302699949582,-62.4824499999125
7246,-32.6302699949582,-62.4824499999125
7247,-30.7365548145542,-63.9755631357687
7248,-33.7464951943515,-63.0985493000084
7249,-32.3914641,-63.0564049
7251,-32.0755992,-62.800031
