mesa_desde,mesa_hasta,vot_parcodigo,total
2348,2349,9004,1
2348,2349,9005,8
2348,2349,9006,0
2350,2354,003,199
2350,2354,047,13
2350,2354,191,167
2350,2354,217,26
2350,2354,501,295
2350,2354,503,99
2350,2354,505,87
2350,2354,512,311
2350,2354,514,71
2350,2354,9003,11
2350,2354,9004,30
2350,2354,9005,35
2350,2354,9006,0
2355,2366,003,632
2355,2366,047,129
2355,2366,191,221
2355,2366,217,94
2355,2366,501,373
2355,2366,503,536
2355,2366,505,351
2355,2366,512,446
2355,2366,514,174
2355,2366,9003,2
2355,2366,9004,18
2355,2366,9005,78
2355,2366,9006,3
2367,2376,003,540
2367,2376,047,109
2367,2376,191,177
2367,2376,217,73
2367,2376,501,294
2367,2376,503,444
2367,2376,505,291
2367,2376,512,380
2367,2376,514,138
2367,2376,9003,0
2367,2376,9004,18
2367,2376,9005,45
2367,2376,9006,0
2377,2382,003,316
2377,2382,047,69
2377,2382,191,127
2377,2382,217,46
2377,2382,501,189
2377,2382,503,266
2377,2382,505,178
2377,2382,512,242
2377,2382,514,83
2377,2382,9003,0
2377,2382,9004,8
2377,2382,9005,34
2377,2382,9006,0
2383,2392,003,511
2383,2392,047,101
2383,2392,191,244
2383,2392,217,91
2383,2392,501,328
2383,2392,503,443
2383,2392,505,309
2383,2392,512,391
2383,2392,514,176
2383,2392,9003,0
2383,2392,9004,38
2383,2392,9005,64
2383,2392,9006,0
2393,2406,003,778
2393,2406,047,161
2393,2406,191,315
2393,2406,217,124
2393,2406,501,464
2393,2406,503,622
2393,2406,505,442
2393,2406,512,549
2393,2406,514,221
2393,2406,9003,1
2393,2406,9004,42
2393,2406,9005,102
2393,2406,9006,6
2407,2417,003,633
2407,2417,047,111
2407,2417,191,265
2407,2417,217,84
2407,2417,501,304
2407,2417,503,512
2407,2417,505,385
2407,2417,512,434
2407,2417,514,170
2407,2417,9003,1
2407,2417,9004,29
2407,2417,9005,77
2407,2417,9006,2
2418,2429,003,657
2418,2429,047,122
2418,2429,191,298
2418,2429,217,132
2418,2429,501,381
2418,2429,503,555
2418,2429,505,407
2418,2429,512,448
2418,2429,514,190
2418,2429,9003,1
2418,2429,9004,28
2418,2429,9005,84
2418,2429,9006,0
2430,2434,003,272
2430,2434,047,57
2430,2434,191,103
2430,2434,217,55
2430,2434,501,160
2430,2434,503,257
2430,2434,505,162
2430,2434,512,209
2430,2434,514,68
2430,2434,9003,0
2430,2434,9004,6
2430,2434,9005,34
2430,2434,9006,0
2435,2435,003,36
2435,2435,047,4
2435,2435,191,8
2435,2435,217,4
2435,2435,501,12
2435,2435,503,20
2435,2435,505,11
2435,2435,512,27
2435,2435,514,4
2435,2435,9003,0
2435,2435,9004,1
2435,2435,9005,1
2435,2435,9006,0
2436,2447,003,588
2436,2447,047,111
2436,2447,191,280
2436,2447,217,104
2436,2447,501,381
2436,2447,503,470
2436,2447,505,374
2436,2447,512,421
2436,2447,514,181
2436,2447,9003,22
2436,2447,9004,32
2436,2447,9005,66
2436,2447,9006,7
2448,2455,003,405
2448,2455,047,67
2448,2455,191,175
2448,2455,217,58
2448,2455,501,238
2448,2455,503,338
2448,2455,505,238
2448,2455,512,311
2448,2455,514,120
2448,2455,9003,1
2448,2455,9004,19
2448,2455,9005,50
2448,2455,9006,6
2456,2468,003,645
2456,2468,047,137
2456,2468,191,303
2456,2468,217,111
2456,2468,501,371
2456,2468,503,522
2456,2468,505,355
2456,2468,512,485
2456,2468,514,177
2456,2468,9003,0
2456,2468,9004,29
2456,2468,9005,92
2456,2468,9006,0
2469,2477,003,423
2469,2477,047,84
2469,2477,191,221
2469,2477,217,57
2469,2477,501,284
2469,2477,503,346
2469,2477,505,294
2469,2477,512,352
2469,2477,514,114
2469,2477,9003,0
2469,2477,9004,26
2469,2477,9005,38
2469,2477,9006,6
2478,2484,003,287
2478,2484,047,47
2478,2484,191,199
2478,2484,217,39
2478,2484,501,237
2478,2484,503,279
2478,2484,505,191
2478,2484,512,364
2478,2484,514,87
2478,2484,9003,11
2478,2484,9004,14
2478,2484,9005,75
2478,2484,9006,2
2485,2488,003,137
2485,2488,047,12
2485,2488,191,54
2485,2488,217,16
2485,2488,501,114
2485,2488,503,107
2485,2488,505,66
2485,2488,512,174
2485,2488,514,33
2485,2488,9003,0
2485,2488,9004,10
2485,2488,9005,21
2485,2488,9006,0
2489,2499,003,557
2489,2499,047,134
2489,2499,191,251
2489,2499,217,97
2489,2499,501,313
2489,2499,503,528
2489,2499,505,369
2489,2499,512,441
2489,2499,514,186
2489,2499,9003,65
2489,2499,9004,33
2489,2499,9005,62
2489,2499,9006,0
2500,2509,003,495
2500,2509,047,82
2500,2509,191,233
2500,2509,217,81
2500,2509,501,292
2500,2509,503,392
2500,2509,505,265
2500,2509,512,342
2500,2509,514,136
2500,2509,9003,0
2500,2509,9004,19
2500,2509,9005,48
2500,2509,9006,0
2510,2511,003,102
2510,2511,047,17
2510,2511,191,56
2510,2511,217,17
2510,2511,501,64
2510,2511,503,88
2510,2511,505,57
2510,2511,512,89
2510,2511,514,30
2510,2511,9003,0
2510,2511,9004,3
2510,2511,9005,13
2510,2511,9006,0
2512,2535,003,1109
2512,2535,047,167
2512,2535,191,752
2512,2535,217,174
2512,2535,501,836
2512,2535,503,963
2512,2535,505,691
2512,2535,512,1153
2512,2535,514,428
2512,2535,9003,39
2512,2535,9004,56
2512,2535,9005,181
2512,2535,9006,14
2536,2542,003,264
2536,2542,047,48
2536,2542,191,175
2536,2542,217,39
2536,2542,501,213
2536,2542,503,257
2536,2542,505,176
2536,2542,512,262
2536,2542,514,134
2536,2542,9003,0
2536,2542,9004,11
2536,2542,9005,62
2536,2542,9006,0
2543,2550,003,390
2543,2550,047,75
2543,2550,191,192
2543,2550,217,71
2543,2550,501,281
2543,2550,503,346
2543,2550,505,236
2543,2550,512,374
2543,2550,514,130
2543,2550,9003,0
2543,2550,9004,21
2543,2550,9005,69
2543,2550,9006,0
2551,2552,003,105
2551,2552,047,15
2551,2552,191,63
2551,2552,217,8
2551,2552,501,65
2551,2552,503,78
2551,2552,505,56
2551,2552,512,86
2551,2552,514,46
2551,2552,9003,0
2551,2552,9004,3
2551,2552,9005,24
2551,2552,9006,0
2553,2558,003,274
2553,2558,047,36
2553,2558,191,168
2553,2558,217,45
2553,2558,501,216
2553,2558,503,209
2553,2558,505,188
2553,2558,512,322
2553,2558,514,104
2553,2558,9003,0
2553,2558,9004,22
2553,2558,9005,42
2553,2558,9006,1
2559,2569,003,480
2559,2569,047,72
2559,2569,191,268
2559,2569,217,71
2559,2569,501,364
2559,2569,503,413
2559,2569,505,306
2559,2569,512,456
2559,2569,514,163
2559,2569,9003,6
2559,2569,9004,25
2559,2569,9005,66
2559,2569,9006,8
2570,2584,003,748
2570,2584,047,112
2570,2584,191,418
2570,2584,217,137
2570,2584,501,457
2570,2584,503,626
2570,2584,505,420
2570,2584,512,649
2570,2584,514,226
2570,2584,9003,0
2570,2584,9004,48
2570,2584,9005,112
2570,2584,9006,0
2585,2592,003,365
2585,2592,047,73
2585,2592,191,172
2585,2592,217,55
2585,2592,501,322
2585,2592,503,361
2585,2592,505,258
2585,2592,512,370
2585,2592,514,144
2585,2592,9003,0
2585,2592,9004,25
2585,2592,9005,43
2585,2592,9006,0
2593,2604,003,564
2593,2604,047,98
2593,2604,191,309
2593,2604,217,89
2593,2604,501,435
2593,2604,503,508
2593,2604,505,333
2593,2604,512,525
2593,2604,514,178
2593,2604,9003,11
2593,2604,9004,38
2593,2604,9005,74
2593,2604,9006,2
2605,2609,003,246
2605,2609,047,32
2605,2609,191,125
2605,2609,217,33
2605,2609,501,154
2605,2609,503,211
2605,2609,505,151
2605,2609,512,243
2605,2609,514,85
2605,2609,9003,0
2605,2609,9004,16
2605,2609,9005,41
2605,2609,9006,0
2610,2616,003,344
2610,2616,047,47
2610,2616,191,245
2610,2616,217,53
2610,2616,501,279
2610,2616,503,250
2610,2616,505,170
2610,2616,512,334
2610,2616,514,114
2610,2616,9003,0
2610,2616,9004,39
2610,2616,9005,37
2610,2616,9006,0
2617,2622,003,291
2617,2622,047,38
2617,2622,191,206
2617,2622,217,30
2617,2622,501,241
2617,2622,503,234
2617,2622,505,155
2617,2622,512,265
2617,2622,514,111
2617,2622,9003,0
2617,2622,9004,29
2617,2622,9005,39
2617,2622,9006,0
2623,2626,003,206
2623,2626,047,25
2623,2626,191,136
2623,2626,217,31
2623,2626,501,176
2623,2626,503,155
2623,2626,505,90
2623,2626,512,159
2623,2626,514,68
2623,2626,9003,0
2623,2626,9004,17
2623,2626,9005,29
2623,2626,9006,1
2627,2637,003,386
2627,2637,047,82
2627,2637,191,211
2627,2637,217,45
2627,2637,501,284
2627,2637,503,341
2627,2637,505,242
2627,2637,512,353
2627,2637,514,118
2627,2637,9003,5
2627,2637,9004,17
2627,2637,9005,43
2627,2637,9006,3
2638,2649,003,578
2638,2649,047,119
2638,2649,191,303
2638,2649,217,89
2638,2649,501,414
2638,2649,503,466
2638,2649,505,320
2638,2649,512,549
2638,2649,514,205
2638,2649,9003,0
2638,2649,9004,35
2638,2649,9005,74
2638,2649,9006,0
2650,2657,003,400
2650,2657,047,86
2650,2657,191,198
2650,2657,217,56
2650,2657,501,333
2650,2657,503,317
2650,2657,505,222
2650,2657,512,355
2650,2657,514,112
2650,2657,9003,0
2650,2657,9004,20
2650,2657,9005,64
2650,2657,9006,0
2658,2668,003,512
2658,2668,047,100
2658,2668,191,254
2658,2668,217,89
2658,2668,501,408
2658,2668,503,413
2658,2668,505,315
2658,2668,512,606
2658,2668,514,158
2658,2668,9003,0
2658,2668,9004,27
2658,2668,9005,55
2658,2668,9006,1
2669,2681,003,523
2669,2681,047,81
2669,2681,191,265
2669,2681,217,88
2669,2681,501,375
2669,2681,503,476
2669,2681,505,279
2669,2681,512,516
2669,2681,514,184
2669,2681,9003,0
2669,2681,9004,30
2669,2681,9005,73
2669,2681,9006,3
2682,2695,003,658
2682,2695,047,122
2682,2695,191,367
2682,2695,217,95
2682,2695,501,482
2682,2695,503,569
2682,2695,505,365
2682,2695,512,665
2682,2695,514,169
2682,2695,9003,0
2682,2695,9004,29
2682,2695,9005,92
2682,2695,9006,2
2696,2702,003,286
2696,2702,047,46
2696,2702,191,184
2696,2702,217,43
2696,2702,501,283
2696,2702,503,274
2696,2702,505,187
2696,2702,512,374
2696,2702,514,82
2696,2702,9003,0
2696,2702,9004,12
2696,2702,9005,33
2696,2702,9006,0
2703,2712,003,430
2703,2712,047,67
2703,2712,191,209
2703,2712,217,67
2703,2712,501,341
2703,2712,503,335
2703,2712,505,238
2703,2712,512,446
2703,2712,514,139
2703,2712,9003,0
2703,2712,9004,24
2703,2712,9005,43
2703,2712,9006,0
2713,2718,003,394
2713,2718,047,53
2713,2718,191,126
2713,2718,217,35
2713,2718,501,132
2713,2718,503,235
2713,2718,505,88
2713,2718,512,220
2713,2718,514,55
2713,2718,9003,4
2713,2718,9004,12
2713,2718,9005,37
2713,2718,9006,4
2719,2720,003,76
2719,2720,047,12
2719,2720,191,30
2719,2720,217,10
2719,2720,501,28
2719,2720,503,61
2719,2720,505,33
2719,2720,512,38
2719,2720,514,7
2719,2720,9003,0
2719,2720,9004,3
2719,2720,9005,5
2719,2720,9006,0
2721,2722,003,55
2721,2722,047,11
2721,2722,191,23
2721,2722,217,4
2721,2722,501,16
2721,2722,503,43
2721,2722,505,20
2721,2722,512,30
2721,2722,514,7
2721,2722,9003,11
2721,2722,9004,1
2721,2722,9005,11
2721,2722,9006,0
2723,2731,003,525
2723,2731,047,74
2723,2731,191,185
2723,2731,217,64
2723,2731,501,264
2723,2731,503,387
2723,2731,505,346
2723,2731,512,349
2723,2731,514,142
2723,2731,9003,0
2723,2731,9004,14
2723,2731,9005,53
2723,2731,9006,0
2732,2744,003,715
2732,2744,047,125
2732,2744,191,278
2732,2744,217,111
2732,2744,501,384
2732,2744,503,534
2732,2744,505,388
2732,2744,512,557
2732,2744,514,217
2732,2744,9003,0
2732,2744,9004,42
2732,2744,9005,67
2732,2744,9006,0
2745,2747,003,52
2745,2747,047,10
2745,2747,191,138
2745,2747,217,13
2745,2747,501,128
2745,2747,503,73
2745,2747,505,33
2745,2747,512,222
2745,2747,514,29
2745,2747,9003,0
2745,2747,9004,18
2745,2747,9005,19
2745,2747,9006,0
2748,2765,003,1203
2748,2765,047,430
2748,2765,191,179
2748,2765,217,242
2748,2765,501,579
2748,2765,503,1193
2748,2765,505,495
2748,2765,512,368
2748,2765,514,198
2748,2765,9003,2
2748,2765,9004,22
2748,2765,9005,37
2748,2765,9006,1
2766,2779,003,448
2766,2779,047,102
2766,2779,191,368
2766,2779,217,89
2766,2779,501,723
2766,2779,503,430
2766,2779,505,242
2766,2779,512,702
2766,2779,514,203
2766,2779,9003,0
2766,2779,9004,61
2766,2779,9005,90
2766,2779,9006,0
2780,2791,003,447
2780,2791,047,79
2780,2791,191,345
2780,2791,217,91
2780,2791,501,625
2780,2791,503,429
2780,2791,505,286
2780,2791,512,583
2780,2791,514,183
2780,2791,9003,0
2780,2791,9004,56
2780,2791,9005,90
2780,2791,9006,0
2792,2799,003,281
2792,2799,047,44
2792,2799,191,222
2792,2799,217,52
2792,2799,501,383
2792,2799,503,260
2792,2799,505,132
2792,2799,512,309
2792,2799,514,101
2792,2799,9003,0
2792,2799,9004,20
2792,2799,9005,48
2792,2799,9006,0
2800,2810,003,329
2800,2810,047,59
2800,2810,191,345
2800,2810,217,57
2800,2810,501,521
2800,2810,503,367
2800,2810,505,186
2800,2810,512,523
2800,2810,514,153
2800,2810,9003,4
2800,2810,9004,39
2800,2810,9005,69
2800,2810,9006,0
2811,2818,003,450
2811,2818,047,116
2811,2818,191,130
2811,2818,217,93
2811,2818,501,305
2811,2818,503,362
2811,2818,505,270
2811,2818,512,238
2811,2818,514,112
2811,2818,9003,1
2811,2818,9004,18
2811,2818,9005,33
2811,2818,9006,2
2819,2826,003,463
2819,2826,047,125
2819,2826,191,144
2819,2826,217,71
2819,2826,501,302
2819,2826,503,405
2819,2826,505,263
2819,2826,512,235
2819,2826,514,114
2819,2826,9003,0
2819,2826,9004,15
2819,2826,9005,36
2819,2826,9006,0
2827,2832,003,341
2827,2832,047,86
2827,2832,191,106
2827,2832,217,62
2827,2832,501,236
2827,2832,503,287
2827,2832,505,191
2827,2832,512,167
2827,2832,514,86
2827,2832,9003,2
2827,2832,9004,13
2827,2832,9005,33
2827,2832,9006,1
2833,2845,003,818
2833,2845,047,250
2833,2845,191,187
2833,2845,217,114
2833,2845,501,517
2833,2845,503,631
2833,2845,505,416
2833,2845,512,325
2833,2845,514,152
2833,2845,9003,0
2833,2845,9004,28
2833,2845,9005,53
2833,2845,9006,2
2846,2855,003,741
2846,2855,047,194
2846,2855,191,65
2846,2855,217,122
2846,2855,501,239
2846,2855,503,724
2846,2855,505,210
2846,2855,512,211
2846,2855,514,78
2846,2855,9003,0
2846,2855,9004,15
2846,2855,9005,18
2846,2855,9006,0
2856,2867,003,783
2856,2867,047,240
2856,2867,191,79
2856,2867,217,134
2856,2867,501,275
2856,2867,503,758
2856,2867,505,212
2856,2867,512,219
2856,2867,514,91
2856,2867,9003,0
2856,2867,9004,25
2856,2867,9005,17
2856,2867,9006,0
2868,2871,003,199
2868,2871,047,36
2868,2871,191,118
2868,2871,217,33
2868,2871,501,165
2868,2871,503,184
2868,2871,505,156
2868,2871,512,149
2868,2871,514,56
2868,2871,9003,0
2868,2871,9004,3
2868,2871,9005,32
2868,2871,9006,0
2872,2879,003,356
2872,2879,047,90
2872,2879,191,209
2872,2879,217,73
2872,2879,501,302
2872,2879,503,346
2872,2879,505,309
2872,2879,512,326
2872,2879,514,156
2872,2879,9003,0
2872,2879,9004,20
2872,2879,9005,55
2872,2879,9006,0
2880,2884,003,233
2880,2884,047,49
2880,2884,191,133
2880,2884,217,42
2880,2884,501,201
2880,2884,503,202
2880,2884,505,183
2880,2884,512,191
2880,2884,514,104
2880,2884,9003,0
2880,2884,9004,21
2880,2884,9005,39
2880,2884,9006,0
2885,2895,003,440
2885,2895,047,131
2885,2895,191,215
2885,2895,217,101
2885,2895,501,400
2885,2895,503,485
2885,2895,505,290
2885,2895,512,358
2885,2895,514,119
2885,2895,9003,0
2885,2895,9004,25
2885,2895,9005,46
2885,2895,9006,2
2896,2905,003,516
2896,2905,047,138
2896,2905,191,198
2896,2905,217,92
2896,2905,501,368
2896,2905,503,505
2896,2905,505,290
2896,2905,512,380
2896,2905,514,107
2896,2905,9003,0
2896,2905,9004,33
2896,2905,9005,48
2896,2905,9006,2
2906,2913,003,389
2906,2913,047,84
2906,2913,191,210
2906,2913,217,48
2906,2913,501,297
2906,2913,503,362
2906,2913,505,247
2906,2913,512,361
2906,2913,514,109
2906,2913,9003,3
2906,2913,9004,18
2906,2913,9005,39
2906,2913,9006,0
2914,2921,003,380
2914,2921,047,84
2914,2921,191,201
2914,2921,217,50
2914,2921,501,292
2914,2921,503,353
2914,2921,505,221
2914,2921,512,343
2914,2921,514,96
2914,2921,9003,0
2914,2921,9004,28
2914,2921,9005,49
2914,2921,9006,0
2922,2930,003,427
2922,2930,047,99
2922,2930,191,236
2922,2930,217,63
2922,2930,501,336
2922,2930,503,406
2922,2930,505,259
2922,2930,512,425
2922,2930,514,106
2922,2930,9003,2
2922,2930,9004,24
2922,2930,9005,43
2922,2930,9006,0
2931,2934,003,139
2931,2934,047,50
2931,2934,191,79
2931,2934,217,33
2931,2934,501,103
2931,2934,503,148
2931,2934,505,121
2931,2934,512,183
2931,2934,514,96
2931,2934,9003,0
2931,2934,9004,11
2931,2934,9005,20
2931,2934,9006,0
2935,2941,003,391
2935,2941,047,114
2935,2941,191,100
2935,2941,217,69
2935,2941,501,266
2935,2941,503,387
2935,2941,505,270
2935,2941,512,209
2935,2941,514,100
2935,2941,9003,0
2935,2941,9004,13
2935,2941,9005,38
2935,2941,9006,0
2942,2948,003,437
2942,2948,047,97
2942,2948,191,97
2942,2948,217,70
2942,2948,501,227
2942,2948,503,400
2942,2948,505,251
2942,2948,512,230
2942,2948,514,94
2942,2948,9003,0
2942,2948,9004,10
2942,2948,9005,34
2942,2948,9006,2
2949,2957,003,653
2949,2957,047,185
2949,2957,191,79
2949,2957,217,131
2949,2957,501,231
2949,2957,503,673
2949,2957,505,198
2949,2957,512,250
2949,2957,514,88
2949,2957,9003,0
2949,2957,9004,16
2949,2957,9005,15
2949,2957,9006,0
2958,2964,003,400
2958,2964,047,129
2958,2964,191,65
2958,2964,217,104
2958,2964,501,156
2958,2964,503,428
2958,2964,505,140
2958,2964,512,171
2958,2964,514,54
2958,2964,9003,1
2958,2964,9004,15
2958,2964,9005,8
2958,2964,9006,0
2965,2972,003,497
2965,2972,047,125
2965,2972,191,55
2965,2972,217,97
2965,2972,501,176
2965,2972,503,532
2965,2972,505,169
2965,2972,512,198
2965,2972,514,59
2965,2972,9003,0
2965,2972,9004,14
2965,2972,9005,9
2965,2972,9006,0
2973,2980,003,357
2973,2980,047,65
2973,2980,191,188
2973,2980,217,61
2973,2980,501,337
2973,2980,503,332
2973,2980,505,285
2973,2980,512,314
2973,2980,514,127
2973,2980,9003,0
2973,2980,9004,21
2973,2980,9005,74
2973,2980,9006,3
2981,2983,003,120
2981,2983,047,19
2981,2983,191,77
2981,2983,217,26
2981,2983,501,124
2981,2983,503,130
2981,2983,505,105
2981,2983,512,108
2981,2983,514,54
2981,2983,9003,9
2981,2983,9004,11
2981,2983,9005,20
2981,2983,9006,0
2984,2992,003,602
2984,2992,047,204
2984,2992,191,79
2984,2992,217,104
2984,2992,501,298
2984,2992,503,634
2984,2992,505,223
2984,2992,512,211
2984,2992,514,87
2984,2992,9003,0
2984,2992,9004,5
2984,2992,9005,17
2984,2992,9006,0
2993,3000,003,512
2993,3000,047,165
2993,3000,191,105
2993,3000,217,69
2993,3000,501,288
2993,3000,503,535
2993,3000,505,207
2993,3000,512,184
2993,3000,514,94
2993,3000,9003,2
2993,3000,9004,12
2993,3000,9005,19
2993,3000,9006,0
3001,3013,003,875
3001,3013,047,239
3001,3013,191,136
3001,3013,217,136
3001,3013,501,412
3001,3013,503,707
3001,3013,505,376
3001,3013,512,312
3001,3013,514,123
3001,3013,9003,0
3001,3013,9004,18
3001,3013,9005,36
3001,3013,9006,7
3014,3026,003,810
3014,3026,047,222
3014,3026,191,145
3014,3026,217,137
3014,3026,501,365
3014,3026,503,669
3014,3026,505,348
3014,3026,512,282
3014,3026,514,124
3014,3026,9003,1
3014,3026,9004,14
3014,3026,9005,32
3014,3026,9006,1
3027,3030,003,252
3027,3030,047,86
3027,3030,191,40
3027,3030,217,40
3027,3030,501,109
3027,3030,503,227
3027,3030,505,120
3027,3030,512,98
3027,3030,514,42
3027,3030,9003,0
3027,3030,9004,10
3027,3030,9005,11
3027,3030,9006,0
3031,3038,003,346
3031,3038,047,73
3031,3038,191,217
3031,3038,217,112
3031,3038,501,305
3031,3038,503,334
3031,3038,505,218
3031,3038,512,434
3031,3038,514,134
3031,3038,9003,17
3031,3038,9004,25
3031,3038,9005,60
3031,3038,9006,0
3039,3045,003,295
3039,3045,047,93
3039,3045,191,246
3039,3045,217,49
3039,3045,501,278
3039,3045,503,297
3039,3045,505,198
3039,3045,512,320
3039,3045,514,112
3039,3045,9003,0
3039,3045,9004,26
3039,3045,9005,74
3039,3045,9006,2
3046,3049,003,139
3046,3049,047,30
3046,3049,191,144
3046,3049,217,36
3046,3049,501,155
3046,3049,503,149
3046,3049,505,120
3046,3049,512,192
3046,3049,514,66
3046,3049,9003,0
3046,3049,9004,15
3046,3049,9005,45
3046,3049,9006,0
3050,3059,003,429
3050,3059,047,79
3050,3059,191,215
3050,3059,217,94
3050,3059,501,434
3050,3059,503,436
3050,3059,505,228
3050,3059,512,412
3050,3059,514,139
3050,3059,9003,1
3050,3059,9004,37
3050,3059,9005,62
3050,3059,9006,1
3060,3067,003,319
3060,3067,047,58
3060,3067,191,191
3060,3067,217,43
3060,3067,501,414
3060,3067,503,280
3060,3067,505,216
3060,3067,512,361
3060,3067,514,123
3060,3067,9003,0
3060,3067,9004,20
3060,3067,9005,58
3060,3067,9006,0
3068,3070,003,99
3068,3070,047,30
3068,3070,191,101
3068,3070,217,22
3068,3070,501,126
3068,3070,503,107
3068,3070,505,85
3068,3070,512,124
3068,3070,514,41
3068,3070,9003,0
3068,3070,9004,14
3068,3070,9005,15
3068,3070,9006,5
3071,3077,003,301
3071,3077,047,97
3071,3077,191,96
3071,3077,217,66
3071,3077,501,303
3071,3077,503,216
3071,3077,505,238
3071,3077,512,164
3071,3077,514,113
3071,3077,9003,0
3071,3077,9004,13
3071,3077,9005,32
3071,3077,9006,0
3078,3081,003,167
3078,3081,047,50
3078,3081,191,70
3078,3081,217,33
3078,3081,501,197
3078,3081,503,167
3078,3081,505,154
3078,3081,512,125
3078,3081,514,71
3078,3081,9003,0
3078,3081,9004,15
3078,3081,9005,21
3078,3081,9006,4
3082,3084,003,190
3082,3084,047,60
3082,3084,191,30
3082,3084,217,46
3082,3084,501,123
3082,3084,503,176
3082,3084,505,81
3082,3084,512,78
3082,3084,514,31
3082,3084,9003,0
3082,3084,9004,11
3082,3084,9005,15
3082,3084,9006,1
3085,3085,003,52
3085,3085,047,2
3085,3085,191,3
3085,3085,217,0
3085,3085,501,28
3085,3085,503,5
3085,3085,505,3
3085,3085,512,99
3085,3085,514,6
3085,3085,9003,0
3085,3085,9004,2
3085,3085,9005,4
3085,3085,9006,0
3086,3087,003,34
3086,3087,047,6
3086,3087,191,2
3086,3087,217,4
3086,3087,501,50
3086,3087,503,16
3086,3087,505,5
3086,3087,512,208
3086,3087,514,2
3086,3087,9003,0
3086,3087,9004,2
3086,3087,9005,7
3086,3087,9006,0
3088,3088,003,11
3088,3088,047,1
3088,3088,191,2
3088,3088,217,0
3088,3088,501,14
3088,3088,503,10
3088,3088,505,2
3088,3088,512,42
3088,3088,514,3
3088,3088,9003,2
3088,3088,9004,2
3088,3088,9005,0
3088,3088,9006,0
3089,3089,003,13
3089,3089,047,2
3089,3089,191,0
3089,3089,217,0
3089,3089,501,2
3089,3089,503,7
3089,3089,505,1
3089,3089,512,18
3089,3089,514,1
3089,3089,9003,0
3089,3089,9004,2
3089,3089,9005,0
3089,3089,9006,0
3090,3090,003,1
3090,3090,047,1
3090,3090,191,0
3090,3090,217,0
3090,3090,501,4
3090,3090,503,1
3090,3090,505,0
3090,3090,512,6
3090,3090,514,1
3090,3090,9003,0
3090,3090,9004,1
3090,3090,9005,0
3090,3090,9006,0
3091,3091,003,13
3091,3091,047,2
3091,3091,191,2
3091,3091,217,1
3091,3091,501,7
3091,3091,503,7
3091,3091,505,4
3091,3091,512,36
3091,3091,514,4
3091,3091,9003,0
3091,3091,9004,3
3091,3091,9005,3
3091,3091,9006,0
3092,3101,003,426
3092,3101,047,47
3092,3101,191,54
3092,3101,217,44
3092,3101,501,400
3092,3101,503,229
3092,3101,505,156
3092,3101,512,1072
3092,3101,514,83
3092,3101,9003,0
3092,3101,9004,21
3092,3101,9005,66
3092,3101,9006,0
3102,3111,003,383
3102,3111,047,63
3102,3111,191,76
3102,3111,217,28
3102,3111,501,425
3102,3111,503,233
3102,3111,505,155
3102,3111,512,1133
3102,3111,514,77
3102,3111,9003,0
3102,3111,9004,29
3102,3111,9005,59
3102,3111,9006,0
3112,3114,003,268
3112,3114,047,9
3112,3114,191,6
3112,3114,217,8
3112,3114,501,28
3112,3114,503,33
3112,3114,505,11
3112,3114,512,313
3112,3114,514,8
3112,3114,9003,0
3112,3114,9004,9
3112,3114,9005,12
3112,3114,9006,0
3115,3116,003,164
3115,3116,047,4
3115,3116,191,6
3115,3116,217,2
3115,3116,501,15
3115,3116,503,21
3115,3116,505,10
3115,3116,512,232
3115,3116,514,3
3115,3116,9003,0
3115,3116,9004,3
3115,3116,9005,2
3115,3116,9006,0
3117,3117,003,66
3117,3117,047,0
3117,3117,191,2
3117,3117,217,0
3117,3117,501,0
3117,3117,503,1
3117,3117,505,5
3117,3117,512,53
3117,3117,514,1
3117,3117,9003,0
3117,3117,9004,4
3117,3117,9005,0
3117,3117,9006,0
3118,3118,003,49
3118,3118,047,3
3118,3118,191,4
3118,3118,217,1
3118,3118,501,6
3118,3118,503,3
3118,3118,505,5
3118,3118,512,75
3118,3118,514,1
3118,3118,9003,0
3118,3118,9004,4
3118,3118,9005,9
3118,3118,9006,0
3119,3119,003,6
3119,3119,047,0
3119,3119,191,1
3119,3119,217,0
3119,3119,501,2
3119,3119,503,0
3119,3119,505,0
3119,3119,512,22
3119,3119,514,2
3119,3119,9003,0
3119,3119,9004,0
3119,3119,9005,0
3119,3119,9006,0
3120,3120,003,13
3120,3120,047,2
3120,3120,191,1
3120,3120,217,0
3120,3120,501,6
3120,3120,503,8
3120,3120,505,4
3120,3120,512,31
3120,3120,514,3
3120,3120,9003,0
3120,3120,9004,0
3120,3120,9005,0
3120,3120,9006,0
3121,3125,003,424
3121,3125,047,24
3121,3125,191,22
3121,3125,217,5
3121,3125,501,67
3121,3125,503,103
3121,3125,505,38
3121,3125,512,612
3121,3125,514,14
3121,3125,9003,0
3121,3125,9004,23
3121,3125,9005,23
3121,3125,9006,0
3126,3128,003,244
3126,3128,047,24
3126,3128,191,11
3126,3128,217,11
3126,3128,501,39
3126,3128,503,51
3126,3128,505,25
3126,3128,512,381
3126,3128,514,11
3126,3128,9003,0
3126,3128,9004,25
3126,3128,9005,10
3126,3128,9006,0
3129,3131,003,177
3129,3131,047,22
3129,3131,191,15
3129,3131,217,11
3129,3131,501,355
3129,3131,503,84
3129,3131,505,43
3129,3131,512,97
3129,3131,514,14
3129,3131,9003,0
3129,3131,9004,7
3129,3131,9005,13
