mesa_desde,mesa_hasta,vot_parcodigo,total
1636,1646,505,262
1636,1646,514,182
1636,1646,3020,16
1636,1646,3021,414
1636,1646,3022,79
1636,1646,3023,44
1636,1646,3024,7
1636,1646,3025,11
1636,1646,3026,341
1636,1646,3027,139
1636,1646,9003,0
1636,1646,9004,52
1636,1646,9005,61
1636,1646,9006,1
1647,1655,047,54
1647,1655,063,20
1647,1655,191,228
1647,1655,234,24
1647,1655,501,209
1647,1655,503,266
1647,1655,505,188
1647,1655,514,94
1647,1655,3020,16
1647,1655,3021,287
1647,1655,3022,48
1647,1655,3023,28
1647,1655,3024,16
1647,1655,3025,9
1647,1655,3026,319
1647,1655,3027,112
1647,1655,9003,0
1647,1655,9004,24
1647,1655,9005,42
1647,1655,9006,0
1656,1670,047,109
1656,1670,063,51
1656,1670,191,456
1656,1670,234,53
1656,1670,501,375
1656,1670,503,463
1656,1670,505,390
1656,1670,514,169
1656,1670,3020,40
1656,1670,3021,562
1656,1670,3022,105
1656,1670,3023,62
1656,1670,3024,20
1656,1670,3025,21
1656,1670,3026,448
1656,1670,3027,193
1656,1670,9003,0
1656,1670,9004,45
1656,1670,9005,89
1656,1670,9006,4
1671,1675,047,27
1671,1675,063,24
1671,1675,191,136
1671,1675,234,15
1671,1675,501,145
1671,1675,503,159
1671,1675,505,129
1671,1675,514,70
1671,1675,3020,10
1671,1675,3021,195
1671,1675,3022,29
1671,1675,3023,16
1671,1675,3024,9
1671,1675,3025,5
1671,1675,3026,151
1671,1675,3027,73
1671,1675,9003,0
1671,1675,9004,11
1671,1675,9005,16
1671,1675,9006,0
1676,1684,047,54
1676,1684,063,21
1676,1684,191,187
1676,1684,234,21
1676,1684,501,178
1676,1684,503,296
1676,1684,505,151
1676,1684,514,109
1676,1684,3020,12
1676,1684,3021,336
1676,1684,3022,44
1676,1684,3023,54
1676,1684,3024,8
1676,1684,3025,13
1676,1684,3026,303
1676,1684,3027,85
1676,1684,9003,0
1676,1684,9004,16
1676,1684,9005,30
1676,1684,9006,0
1685,1695,047,86
1685,1695,063,31
1685,1695,191,248
1685,1695,234,22
1685,1695,501,263
1685,1695,503,435
1685,1695,505,199
1685,1695,514,121
1685,1695,3020,15
1685,1695,3021,469
1685,1695,3022,59
1685,1695,3023,47
1685,1695,3024,14
1685,1695,3025,11
1685,1695,3026,436
1685,1695,3027,138
1685,1695,9003,3
1685,1695,9004,20
1685,1695,9005,42
1685,1695,9006,0
1696,1712,047,102
1696,1712,063,67
1696,1712,191,440
1696,1712,234,69
1696,1712,501,431
1696,1712,503,654
1696,1712,505,419
1696,1712,514,229
1696,1712,3020,31
1696,1712,3021,702
1696,1712,3022,116
1696,1712,3023,100
1696,1712,3024,48
1696,1712,3025,27
1696,1712,3026,660
1696,1712,3027,347
1696,1712,9003,1
1696,1712,9004,41
1696,1712,9005,102
1696,1712,9006,0
1713,1726,047,94
1713,1726,063,50
1713,1726,191,435
1713,1726,234,51
1713,1726,501,364
1713,1726,503,480
1713,1726,505,403
1713,1726,514,199
1713,1726,3020,23
1713,1726,3021,588
1713,1726,3022,83
1713,1726,3023,78
1713,1726,3024,35
1713,1726,3025,17
1713,1726,3026,521
1713,1726,3027,276
1713,1726,9003,2
1713,1726,9004,45
1713,1726,9005,116
1713,1726,9006,0
1727,1733,047,62
1727,1733,063,24
1727,1733,191,169
1727,1733,234,34
1727,1733,501,178
1727,1733,503,264
1727,1733,505,192
1727,1733,514,93
1727,1733,3020,19
1727,1733,3021,307
1727,1733,3022,52
1727,1733,3023,45
1727,1733,3024,19
1727,1733,3025,9
1727,1733,3026,237
1727,1733,3027,112
1727,1733,9003,1
1727,1733,9004,23
1727,1733,9005,46
1727,1733,9006,0
1734,1738,047,49
1734,1738,063,17
1734,1738,191,137
1734,1738,234,9
1734,1738,501,134
1734,1738,503,197
1734,1738,505,84
1734,1738,514,60
1734,1738,3020,10
1734,1738,3021,208
1734,1738,3022,22
1734,1738,3023,28
1734,1738,3024,19
1734,1738,3025,9
1734,1738,3026,177
1734,1738,3027,85
1734,1738,9003,0
1734,1738,9004,13
1734,1738,9005,32
1734,1738,9006,1
1739,1756,047,170
1739,1756,063,62
1739,1756,191,394
1739,1756,234,79
1739,1756,501,531
1739,1756,503,663
1739,1756,505,503
1739,1756,514,214
1739,1756,3020,56
1739,1756,3021,812
1739,1756,3022,132
1739,1756,3023,124
1739,1756,3024,32
1739,1756,3025,26
1739,1756,3026,485
1739,1756,3027,297
1739,1756,9003,1
1739,1756,9004,50
1739,1756,9005,99
1739,1756,9006,0
1757,1768,047,136
1757,1768,063,38
1757,1768,191,245
1757,1768,234,44
1757,1768,501,312
1757,1768,503,435
1757,1768,505,349
1757,1768,514,135
1757,1768,3020,27
1757,1768,3021,528
1757,1768,3022,89
1757,1768,3023,83
1757,1768,3024,26
1757,1768,3025,12
1757,1768,3026,353
1757,1768,3027,181
1757,1768,9003,0
1757,1768,9004,35
1757,1768,9005,87
1757,1768,9006,0
1769,1776,047,57
1769,1776,063,28
1769,1776,191,185
1769,1776,234,40
1769,1776,501,223
1769,1776,503,281
1769,1776,505,241
1769,1776,514,88
1769,1776,3020,21
1769,1776,3021,349
1769,1776,3022,58
1769,1776,3023,47
1769,1776,3024,13
1769,1776,3025,19
1769,1776,3026,235
1769,1776,3027,147
1769,1776,9003,0
1769,1776,9004,24
1769,1776,9005,48
1769,1776,9006,0
1777,1787,047,73
1777,1787,063,35
1777,1787,191,395
1777,1787,234,44
1777,1787,501,314
1777,1787,503,365
1777,1787,505,287
1777,1787,514,116
1777,1787,3020,20
1777,1787,3021,306
1777,1787,3022,102
1777,1787,3023,39
1777,1787,3024,32
1777,1787,3025,20
1777,1787,3026,432
1777,1787,3027,214
1777,1787,9003,13
1777,1787,9004,26
1777,1787,9005,102
1777,1787,9006,4
1788,1798,047,92
1788,1798,063,33
1788,1798,191,390
1788,1798,234,46
1788,1798,501,237
1788,1798,503,341
1788,1798,505,298
1788,1798,514,154
1788,1798,3020,32
1788,1798,3021,402
1788,1798,3022,62
1788,1798,3023,51
1788,1798,3024,28
1788,1798,3025,23
1788,1798,3026,391
1788,1798,3027,175
1788,1798,9003,7
1788,1798,9004,69
1788,1798,9005,69
1788,1798,9006,0
1799,1805,047,50
1799,1805,063,31
1799,1805,191,239
1799,1805,234,35
1799,1805,501,153
1799,1805,503,227
1799,1805,505,179
1799,1805,514,73
1799,1805,3020,18
1799,1805,3021,243
1799,1805,3022,27
1799,1805,3023,25
1799,1805,3024,20
1799,1805,3025,15
1799,1805,3026,300
1799,1805,3027,131
1799,1805,9003,0
1799,1805,9004,26
1799,1805,9005,58
1799,1805,9006,0
1806,1814,047,81
1806,1814,063,30
1806,1814,191,300
1806,1814,234,38
1806,1814,501,182
1806,1814,503,256
1806,1814,505,226
1806,1814,514,84
1806,1814,3020,16
1806,1814,3021,261
1806,1814,3022,41
1806,1814,3023,26
1806,1814,3024,22
1806,1814,3025,16
1806,1814,3026,314
1806,1814,3027,126
1806,1814,9003,0
1806,1814,9004,37
1806,1814,9005,54
1806,1814,9006,0
1815,1821,047,50
1815,1821,063,33
1815,1821,191,264
1815,1821,234,30
1815,1821,501,172
1815,1821,503,272
1815,1821,505,155
1815,1821,514,99
1815,1821,3020,17
1815,1821,3021,234
1815,1821,3022,32
1815,1821,3023,37
1815,1821,3024,16
1815,1821,3025,11
1815,1821,3026,279
1815,1821,3027,113
1815,1821,9003,0
1815,1821,9004,20
1815,1821,9005,56
1815,1821,9006,0
1822,1829,047,57
1822,1829,063,29
1822,1829,191,205
1822,1829,234,29
1822,1829,501,180
1822,1829,503,301
1822,1829,505,199
1822,1829,514,86
1822,1829,3020,15
1822,1829,3021,390
1822,1829,3022,35
1822,1829,3023,29
1822,1829,3024,19
1822,1829,3025,7
1822,1829,3026,317
1822,1829,3027,143
1822,1829,9003,1
1822,1829,9004,25
1822,1829,9005,50
1822,1829,9006,1
1830,1840,047,74
1830,1840,063,36
1830,1840,191,327
1830,1840,234,48
1830,1840,501,257
1830,1840,503,415
1830,1840,505,244
1830,1840,514,154
1830,1840,3020,32
1830,1840,3021,448
1830,1840,3022,32
1830,1840,3023,48
1830,1840,3024,28
1830,1840,3025,16
1830,1840,3026,479
1830,1840,3027,203
1830,1840,9003,73
1830,1840,9004,48
1830,1840,9005,48
1830,1840,9006,0
1841,1848,047,45
1841,1848,063,29
1841,1848,191,266
1841,1848,234,20
1841,1848,501,167
1841,1848,503,264
1841,1848,505,113
1841,1848,514,94
1841,1848,3020,17
1841,1848,3021,275
1841,1848,3022,26
1841,1848,3023,37
1841,1848,3024,235
1841,1848,3025,4
1841,1848,3026,337
1841,1848,3027,97
1841,1848,9003,6
1841,1848,9004,25
1841,1848,9005,64
1841,1848,9006,1
1849,1860,047,70
1849,1860,063,34
1849,1860,191,415
1849,1860,234,38
1849,1860,501,229
1849,1860,503,357
1849,1860,505,142
1849,1860,514,168
1849,1860,3020,13
1849,1860,3021,357
1849,1860,3022,32
1849,1860,3023,50
1849,1860,3024,347
1849,1860,3025,15
1849,1860,3026,494
1849,1860,3027,191
1849,1860,9003,22
1849,1860,9004,48
1849,1860,9005,126
1849,1860,9006,0
1861,1870,047,39
1861,1870,063,25
1861,1870,191,337
1861,1870,234,31
1861,1870,501,158
1861,1870,503,257
1861,1870,505,106
1861,1870,514,131
1861,1870,3020,23
1861,1870,3021,276
1861,1870,3022,34
1861,1870,3023,54
1861,1870,3024,215
1861,1870,3025,5
1861,1870,3026,428
1861,1870,3027,133
1861,1870,9003,2
1861,1870,9004,30
1861,1870,9005,74
1861,1870,9006,0
1871,1875,047,22
1871,1875,063,11
1871,1875,191,126
1871,1875,234,15
1871,1875,501,96
1871,1875,503,115
1871,1875,505,68
1871,1875,514,67
1871,1875,3020,12
1871,1875,3021,145
1871,1875,3022,20
1871,1875,3023,16
1871,1875,3024,131
1871,1875,3025,8
1871,1875,3026,143
1871,1875,3027,40
1871,1875,9003,0
1871,1875,9004,20
1871,1875,9005,14
1871,1875,9006,0
1876,1885,047,111
1876,1885,063,36
1876,1885,191,228
1876,1885,234,36
1876,1885,501,272
1876,1885,503,430
1876,1885,505,249
1876,1885,514,130
1876,1885,3020,29
1876,1885,3021,454
1876,1885,3022,73
1876,1885,3023,57
1876,1885,3024,14
1876,1885,3025,11
1876,1885,3026,310
1876,1885,3027,172
1876,1885,9003,6
1876,1885,9004,28
1876,1885,9005,38
1876,1885,9006,0
1886,1894,047,122
1886,1894,063,34
1886,1894,191,179
1886,1894,234,28
1886,1894,501,229
1886,1894,503,371
1886,1894,505,243
1886,1894,514,112
1886,1894,3020,22
1886,1894,3021,439
1886,1894,3022,66
1886,1894,3023,36
1886,1894,3024,15
1886,1894,3025,12
1886,1894,3026,308
1886,1894,3027,149
1886,1894,9003,1
1886,1894,9004,19
1886,1894,9005,51
1886,1894,9006,0
1895,1904,047,34
1895,1904,063,20
1895,1904,191,432
1895,1904,234,28
1895,1904,501,265
1895,1904,503,203
1895,1904,505,138
1895,1904,514,99
1895,1904,3020,14
1895,1904,3021,248
1895,1904,3022,37
1895,1904,3023,25
1895,1904,3024,67
1895,1904,3025,13
1895,1904,3026,388
1895,1904,3027,85
1895,1904,9003,4
1895,1904,9004,47
1895,1904,9005,83
1895,1904,9006,0
1905,1913,047,48
1905,1913,063,25
1905,1913,191,407
1905,1913,234,42
1905,1913,501,253
1905,1913,503,221
1905,1913,505,141
1905,1913,514,90
1905,1913,3020,10
1905,1913,3021,236
1905,1913,3022,34
1905,1913,3023,34
1905,1913,3024,66
1905,1913,3025,12
1905,1913,3026,436
1905,1913,3027,110
1905,1913,9003,1
1905,1913,9004,50
1905,1913,9005,76
1905,1913,9006,0
1914,1919,047,19
1914,1919,063,14
1914,1919,191,214
1914,1919,234,14
1914,1919,501,190
1914,1919,503,98
1914,1919,505,72
1914,1919,514,56
1914,1919,3020,8
1914,1919,3021,112
1914,1919,3022,20
1914,1919,3023,9
1914,1919,3024,35
1914,1919,3025,2
1914,1919,3026,231
1914,1919,3027,62
1914,1919,9003,0
1914,1919,9004,29
1914,1919,9005,39
1914,1919,9006,0
1920,1929,047,35
1920,1929,063,29
1920,1929,191,429
1920,1929,234,39
1920,1929,501,269
1920,1929,503,265
1920,1929,505,146
1920,1929,514,140
1920,1929,3020,16
1920,1929,3021,222
1920,1929,3022,36
1920,1929,3023,25
1920,1929,3024,76
1920,1929,3025,14
1920,1929,3026,425
1920,1929,3027,104
1920,1929,9003,3
1920,1929,9004,50
1920,1929,9005,76
1920,1929,9006,0
1930,1935,047,29
1930,1935,063,23
1930,1935,191,300
1930,1935,234,22
1930,1935,501,152
1930,1935,503,128
1930,1935,505,78
1930,1935,514,71
1930,1935,3020,8
1930,1935,3021,163
1930,1935,3022,25
1930,1935,3023,18
1930,1935,3024,45
1930,1935,3025,3
1930,1935,3026,213
1930,1935,3027,98
1930,1935,9003,17
1930,1935,9004,34
1930,1935,9005,37
1930,1935,9006,5
1936,1952,047,176
1936,1952,063,47
1936,1952,191,417
1936,1952,234,65
1936,1952,501,435
1936,1952,503,566
1936,1952,505,495
1936,1952,514,224
1936,1952,3020,46
1936,1952,3021,721
1936,1952,3022,125
1936,1952,3023,102
1936,1952,3024,31
1936,1952,3025,18
1936,1952,3026,531
1936,1952,3027,254
1936,1952,9003,1
1936,1952,9004,46
1936,1952,9005,123
1936,1952,9006,0
1953,1968,047,150
1953,1968,063,46
1953,1968,191,410
1953,1968,234,53
1953,1968,501,399
1953,1968,503,518
1953,1968,505,437
1953,1968,514,188
1953,1968,3020,44
1953,1968,3021,741
1953,1968,3022,135
1953,1968,3023,99
1953,1968,3024,32
1953,1968,3025,19
1953,1968,3026,473
1953,1968,3027,244
1953,1968,9003,9
1953,1968,9004,42
1953,1968,9005,82
1953,1968,9006,2
1969,1980,047,115
1969,1980,063,45
1969,1980,191,281
1969,1980,234,45
1969,1980,501,302
1969,1980,503,411
1969,1980,505,365
1969,1980,514,161
1969,1980,3020,39
1969,1980,3021,462
1969,1980,3022,85
1969,1980,3023,46
1969,1980,3024,23
1969,1980,3025,21
1969,1980,3026,380
1969,1980,3027,183
1969,1980,9003,0
1969,1980,9004,42
1969,1980,9005,70
1969,1980,9006,0
1981,1986,047,45
1981,1986,063,24
1981,1986,191,129
1981,1986,234,23
1981,1986,501,194
1981,1986,503,193
1981,1986,505,152
1981,1986,514,61
1981,1986,3020,19
1981,1986,3021,210
1981,1986,3022,30
1981,1986,3023,22
1981,1986,3024,11
1981,1986,3025,12
1981,1986,3026,155
1981,1986,3027,64
1981,1986,9003,0
1981,1986,9004,8
1981,1986,9005,33
1981,1986,9006,0
1987,1994,047,31
1987,1994,063,30
1987,1994,191,301
1987,1994,234,33
1987,1994,501,187
1987,1994,503,215
1987,1994,505,125
1987,1994,514,112
1987,1994,3020,20
1987,1994,3021,230
1987,1994,3022,18
1987,1994,3023,8
1987,1994,3024,27
1987,1994,3025,13
1987,1994,3026,278
1987,1994,3027,78
1987,1994,9003,0
1987,1994,9004,31
1987,1994,9005,56
1987,1994,9006,3
1995,2000,047,22
1995,2000,063,23
1995,2000,191,266
1995,2000,234,27
1995,2000,501,156
1995,2000,503,148
1995,2000,505,104
1995,2000,514,104
1995,2000,3020,12
1995,2000,3021,224
1995,2000,3022,19
1995,2000,3023,17
1995,2000,3024,18
1995,2000,3025,3
1995,2000,3026,233
1995,2000,3027,64
1995,2000,9003,0
1995,2000,9004,18
1995,2000,9005,41
1995,2000,9006,0
2001,2006,047,27
2001,2006,063,21
2001,2006,191,286
2001,2006,234,23
2001,2006,501,144
2001,2006,503,159
2001,2006,505,97
2001,2006,514,114
2001,2006,3020,17
2001,2006,3021,194
2001,2006,3022,27
2001,2006,3023,11
2001,2006,3024,19
2001,2006,3025,8
2001,2006,3026,196
2001,2006,3027,61
2001,2006,9003,9
2001,2006,9004,51
2001,2006,9005,29
2001,2006,9006,0
2007,2012,047,28
2007,2012,063,20
2007,2012,191,252
2007,2012,234,20
2007,2012,501,155
2007,2012,503,194
2007,2012,505,99
2007,2012,514,63
2007,2012,3020,15
2007,2012,3021,222
2007,2012,3022,17
2007,2012,3023,22
2007,2012,3024,10
2007,2012,3025,3
2007,2012,3026,253
2007,2012,3027,72
2007,2012,9003,0
2007,2012,9004,32
2007,2012,9005,53
2007,2012,9006,19
2013,2018,047,18
2013,2018,063,15
2013,2018,191,165
2013,2018,234,17
2013,2018,501,131
2013,2018,503,146
2013,2018,505,97
2013,2018,514,79
2013,2018,3020,13
2013,2018,3021,161
2013,2018,3022,20
2013,2018,3023,14
2013,2018,3024,21
2013,2018,3025,2
2013,2018,3026,214
2013,2018,3027,55
2013,2018,9003,10
2013,2018,9004,36
2013,2018,9005,44
2013,2018,9006,3
2019,2025,047,135
2019,2025,063,104
2019,2025,191,37
2019,2025,234,3
2019,2025,501,67
2019,2025,503,600
2019,2025,505,30
2019,2025,514,38
2019,2025,3020,20
2019,2025,3021,431
2019,2025,3022,68
2019,2025,3023,67
2019,2025,3024,2
2019,2025,3025,4
2019,2025,3026,155
2019,2025,3027,60
2019,2025,9003,0
2019,2025,9004,12
2019,2025,9005,13
2019,2025,9006,2
2026,2031,047,77
2026,2031,063,34
2026,2031,191,61
2026,2031,234,3
2026,2031,501,77
2026,2031,503,447
2026,2031,505,73
2026,2031,514,63
2026,2031,3020,11
2026,2031,3021,360
2026,2031,3022,52
2026,2031,3023,54
2026,2031,3024,4
2026,2031,3025,3
2026,2031,3026,211
2026,2031,3027,59
2026,2031,9003,0
2026,2031,9004,17
2026,2031,9005,15
2026,2031,9006,0
2032,2034,047,47
2032,2034,063,18
2032,2034,191,36
2032,2034,234,2
2032,2034,501,38
2032,2034,503,209
2032,2034,505,28
2032,2034,514,27
2032,2034,3020,6
2032,2034,3021,189
2032,2034,3022,31
2032,2034,3023,42
2032,2034,3024,2
2032,2034,3025,4
2032,2034,3026,109
2032,2034,3027,30
2032,2034,9003,0
2032,2034,9004,3
2032,2034,9005,9
2032,2034,9006,0
2035,2046,047,74
2035,2046,063,41
2035,2046,191,446
2035,2046,234,60
2035,2046,501,229
2035,2046,503,433
2035,2046,505,250
2035,2046,514,121
2035,2046,3020,30
2035,2046,3021,470
2035,2046,3022,47
2035,2046,3023,40
2035,2046,3024,25
2035,2046,3025,10
2035,2046,3026,538
2035,2046,3027,154
2035,2046,9003,17
2035,2046,9004,55
2035,2046,9005,98
2035,2046,9006,0
2047,2054,047,33
2047,2054,063,28
2047,2054,191,322
2047,2054,234,43
2047,2054,501,139
2047,2054,503,295
2047,2054,505,261
2047,2054,514,63
2047,2054,3020,15
2047,2054,3021,291
2047,2054,3022,22
2047,2054,3023,18
2047,2054,3024,7
2047,2054,3025,7
2047,2054,3026,347
2047,2054,3027,90
2047,2054,9003,1
2047,2054,9004,39
2047,2054,9005,70
2047,2054,9006,3
2055,2059,047,16
2055,2059,063,11
2055,2059,191,122
2055,2059,234,14
2055,2059,501,54
2055,2059,503,125
2055,2059,505,58
2055,2059,514,26
2055,2059,3020,10
2055,2059,3021,106
2055,2059,3022,13
2055,2059,3023,2
2055,2059,3024,4
2055,2059,3025,3
2055,2059,3026,128
2055,2059,3027,33
2055,2059,9003,85
2055,2059,9004,14
2055,2059,9005,28
2055,2059,9006,2
2060,2067,047,38
2060,2067,063,18
2060,2067,191,310
2060,2067,234,26
2060,2067,501,128
2060,2067,503,204
2060,2067,505,144
2060,2067,514,52
2060,2067,3020,12
2060,2067,3021,231
2060,2067,3022,19
2060,2067,3023,18
2060,2067,3024,8
2060,2067,3025,11
2060,2067,3026,375
2060,2067,3027,110
2060,2067,9003,0
2060,2067,9004,50
2060,2067,9005,60
2060,2067,9006,0
2068,2074,047,33
2068,2074,063,18
2068,2074,191,362
2068,2074,234,31
2068,2074,501,135
2068,2074,503,200
2068,2074,505,108
2068,2074,514,44
2068,2074,3020,10
2068,2074,3021,222
2068,2074,3022,26
2068,2074,3023,12
2068,2074,3024,10
2068,2074,3025,13
2068,2074,3026,361
2068,2074,3027,98
2068,2074,9003,1
2068,2074,9004,39
2068,2074,9005,49
2068,2074,9006,7
2075,2088,047,144
2075,2088,063,57
2075,2088,191,371
2075,2088,234,40
2075,2088,501,301
2075,2088,503,471
2075,2088,505,353
2075,2088,514,160
2075,2088,3020,32
2075,2088,3021,650
2075,2088,3022,104
2075,2088,3023,64
2075,2088,3024,22
2075,2088,3025,16
2075,2088,3026,473
2075,2088,3027,224
2075,2088,9003,0
2075,2088,9004,25
2075,2088,9005,66
2075,2088,9006,3
2089,2105,047,150
2089,2105,063,66
2089,2105,191,413
2089,2105,234,65
2089,2105,501,317
2089,2105,503,635
2089,2105,505,413
2089,2105,514,175
2089,2105,3020,40
2089,2105,3021,741
2089,2105,3022,135
2089,2105,3023,103
2089,2105,3024,20
2089,2105,3025,35
2089,2105,3026,573
2089,2105,3027,235
2089,2105,9003,0
2089,2105,9004,57
2089,2105,9005,103
2089,2105,9006,0
2106,2112,047,57
2106,2112,063,34
2106,2112,191,189
2106,2112,234,28
2106,2112,501,141
2106,2112,503,237
2106,2112,505,167
2106,2112,514,80
2106,2112,3020,22
2106,2112,3021,294
2106,2112,3022,52
2106,2112,3023,40
2106,2112,3024,18
2106,2112,3025,9
2106,2112,3026,262
2106,2112,3027,100
2106,2112,9003,0
2106,2112,9004,18
2106,2112,9005,27
2106,2112,9006,0
2113,2120,047,72
2113,2120,063,39
2113,2120,191,212
2113,2120,234,19
2113,2120,501,183
2113,2120,503,243
2113,2120,505,163
2113,2120,514,69
2113,2120,3020,21
2113,2120,3021,372
2113,2120,3022,70
2113,2120,3023,36
2113,2120,3024,10
2113,2120,3025,24
2113,2120,3026,264
2113,2120,3027,120
2113,2120,9003,0
2113,2120,9004,22
2113,2120,9005,58
2113,2120,9006,0
2121,2130,047,65
2121,2130,063,32
2121,2130,191,249
2121,2130,234,44
2121,2130,501,209
2121,2130,503,299
2121,2130,505,218
2121,2130,514,86
2121,2130,3020,34
2121,2130,3021,402
2121,2130,3022,45
2121,2130,3023,45
2121,2130,3024,6
2121,2130,3025,11
2121,2130,3026,320
2121,2130,3027,117
2121,2130,9003,0
2121,2130,9004,27
2121,2130,9005,35
2121,2130,9006,2
2131,2138,047,67
2131,2138,063,34
2131,2138,191,218
2131,2138,234,21
2131,2138,501,161
2131,2138,503,307
2131,2138,505,176
2131,2138,514,63
2131,2138,3020,81
2131,2138,3021,296
2131,2138,3022,50
2131,2138,3023,30
2131,2138,3024,13
2131,2138,3025,14
2131,2138,3026,268
2131,2138,3027,92
2131,2138,9003,2
2131,2138,9004,39
2131,2138,9005,39
2131,2138,9006,0
2139,2143,047,40
2139,2143,063,30
2139,2143,191,124
2139,2143,234,11
2139,2143,501,98
2139,2143,503,222
2139,2143,505,114
2139,2143,514,45
2139,2143,3020,19
2139,2143,3021,189
2139,2143,3022,39
2139,2143,3023,25
2139,2143,3024,13
2139,2143,3025,2
2139,2143,3026,203
2139,2143,3027,60
2139,2143,9003,0
2139,2143,9004,16
2139,2143,9005,33
2139,2143,9006,3
2144,2156,047,58
2144,2156,063,40
2144,2156,191,552
2144,2156,234,46
2144,2156,501,306
2144,2156,503,415
2144,2156,505,220
2144,2156,514,89
2144,2156,3020,16
2144,2156,3021,506
2144,2156,3022,36
2144,2156,3023,34
2144,2156,3024,14
2144,2156,3025,22
2144,2156,3026,660
2144,2156,3027,237
2144,2156,9003,0
2144,2156,9004,119
2144,2156,9005,66
2144,2156,9006,1
2157,2166,047,52
2157,2166,063,19
2157,2166,191,414
2157,2166,234,32
2157,2166,501,215
2157,2166,503,320
2157,2166,505,243
2157,2166,514,118
2157,2166,3020,16
2157,2166,3021,347
2157,2166,3022,47
2157,2166,3023,22
2157,2166,3024,9
2157,2166,3025,14
2157,2166,3026,469
2157,2166,3027,134
2157,2166,9003,0
2157,2166,9004,41
2157,2166,9005,93
2157,2166,9006,0
2167,2179,047,69
2167,2179,063,40
2167,2179,191,481
2167,2179,234,57
2167,2179,501,292
2167,2179,503,369
2167,2179,505,226
2167,2179,514,115
2167,2179,3020,28
2167,2179,3021,428
2167,2179,3022,76
2167,2179,3023,33
2167,2179,3024,19
2167,2179,3025,27
2167,2179,3026,544
2167,2179,3027,157
2167,2179,9003,1
2167,2179,9004,60
2167,2179,9005,88
2167,2179,9006,0
2180,2187,047,41
2180,2187,063,10
2180,2187,191,310
2180,2187,234,46
2180,2187,501,184
2180,2187,503,269
2180,2187,505,196
2180,2187,514,87
2180,2187,3020,16
2180,2187,3021,285
2180,2187,3022,42
2180,2187,3023,20
2180,2187,3024,9
2180,2187,3025,8
2180,2187,3026,344
2180,2187,3027,106
2180,2187,9003,0
2180,2187,9004,35
2180,2187,9005,59
2180,2187,9006,0
2188,2195,047,33
2188,2195,063,20
2188,2195,191,324
2188,2195,234,31
2188,2195,501,172
2188,2195,503,290
2188,2195,505,153
2188,2195,514,73
2188,2195,3020,17
2188,2195,3021,304
2188,2195,3022,23
2188,2195,3023,17
2188,2195,3024,21
2188,2195,3025,3
2188,2195,3026,379
2188,2195,3027,95
2188,2195,9003,1
2188,2195,9004,36
2188,2195,9005,75
2188,2195,9006,1
2196,2202,047,31
2196,2202,063,12
2196,2202,191,313
2196,2202,234,37
2196,2202,501,148
2196,2202,503,200
2196,2202,505,127
2196,2202,514,79
2196,2202,3020,7
2196,2202,3021,229
2196,2202,3022,24
2196,2202,3023,12
2196,2202,3024,9
2196,2202,3025,8
2196,2202,3026,283
2196,2202,3027,117
2196,2202,9003,0
2196,2202,9004,27
2196,2202,9005,41
2196,2202,9006,0
2203,2210,047,46
2203,2210,063,29
2203,2210,191,340
2203,2210,234,38
2203,2210,501,194
2203,2210,503,241
2203,2210,505,191
2203,2210,514,52
2203,2210,3020,13
2203,2210,3021,271
2203,2210,3022,33
2203,2210,3023,23
2203,2210,3024,19
2203,2210,3025,15
2203,2210,3026,341
2203,2210,3027,122
2203,2210,9003,0
2203,2210,9004,36
2203,2210,9005,58
2203,2210,9006,0
2211,2218,047,37
2211,2218,063,27
2211,2218,191,334
2211,2218,234,52
2211,2218,501,166
2211,2218,503,241
2211,2218,505,202
2211,2218,514,87
2211,2218,3020,15
2211,2218,3021,322
2211,2218,3022,26
2211,2218,3023,22
2211,2218,3024,16
2211,2218,3025,11
2211,2218,3026,329
2211,2218,3027,113
2211,2218,9003,0
2211,2218,9004,37
2211,2218,9005,58
2211,2218,9006,0
2219,2225,047,35
2219,2225,063,17
2219,2225,191,262
2219,2225,234,25
2219,2225,501,141
2219,2225,503,228
2219,2225,505,148
2219,2225,514,72
2219,2225,3020,15
2219,2225,3021,245
2219,2225,3022,31
2219,2225,3023,20
2219,2225,3024,11
2219,2225,3025,66
2219,2225,3026,300
2219,2225,3027,103
2219,2225,9003,2
2219,2225,9004,32
2219,2225,9005,65
2219,2225,9006,0
2226,2230,047,11
2226,2230,063,5
2226,2230,191,121
2226,2230,234,10
2226,2230,501,49
2226,2230,503,77
2226,2230,505,56
2226,2230,514,24
2226,2230,3020,1
2226,2230,3021,114
2226,2230,3022,4
2226,2230,3023,3
2226,2230,3024,11
2226,2230,3025,6
2226,2230,3026,175
2226,2230,3027,38
2226,2230,9003,0
2226,2230,9004,7
2226,2230,9005,31
2226,2230,9006,1
2231,2238,047,29
2231,2238,063,30
2231,2238,191,287
2231,2238,234,32
2231,2238,501,110
2231,2238,503,218
2231,2238,505,106
2231,2238,514,62
2231,2238,3020,10
2231,2238,3021,230
2231,2238,3022,19
2231,2238,3023,16
2231,2238,3024,16
2231,2238,3025,2
2231,2238,3026,419
2231,2238,3027,82
2231,2238,9003,0
2231,2238,9004,56
2231,2238,9005,58
2231,2238,9006,0
2239,2247,047,78
2239,2247,063,36
2239,2247,191,303
2239,2247,234,50
