latitude,longitude,cant_mesas,direccion,seccion,circuito,localidad,establecim,id,dne_seccio,hora
-64.20815409770461,-31.329341493790572,1,CNO PAJAS BLANCAS KM 8,1,7,CAPITAL,ESC J FUNES DE BONET,6110,1,21
-64.21732530270218,-31.391325904935027,8,DOMINGO ZIPOLI 1358  B°ESCOBA,1,9,CAPITAL,ESC PROVINCIA DE CORRIENTES,6112,1,21
-64.2291891622113,-31.390403820385394,10,NAZARET 3399 - B° LAS ROSAS,1,9,CAPITAL,INST ESCUTI,6113,1,21
-64.20590288418221,-31.443674253885483,9,SUECIA 2832 B° PQUE VELEZ  SARSFIELD,1,10,CAPITAL,ESC MANUEL BELGRANO,6115,1,21
-64.19591203851452,-31.43806775270899,18,FERREYRA Y FRIULI B°COL DE V  SARSF,1,10,CAPITAL,INST EDUCACION CORDOBA,6117,1,21
-64.10940010876914,-31.454222907484255,8,J.LLERENA 5561 - B° SAN  LORENZO,1,12,CAPITAL,ESC CONSTANCIO C VIGIL,6119,1,21
-64.15032482481784,-31.391752169611784,10,M DE JAUREGUI 1657 B°L N  ALEM,1,13,CAPITAL,ESC ARISTOBULO DEL VALLE,6122,1,21
-64.33136159999995,-32.0944427,1,PUBLICA 0,2,21,MONSALVO,ESC. DR. JUAN M. ALBARENQUE,6440,2,21
-64.5906076622,-32.5293922822,4,SARMIENTO 0,2,22,RIO DE LOS SAUCES,ESC. PROV. D.F. SARMIENTO,6441,2,21
-64.75612589450002,-32.0952685676,3,CORDOBA 0,2,23,RIO DEL DURAZNO,ESC.PROV. FRENCH Y BERUTTI,6442,2,21
-64.480212,-32.186157499999986,7,AMADEO SABATTINI 143,2,24,RUMIPAL,ESC PROV PRIMERA JUNTA,6443,2,21
-64.37451966126167,-31.972506243580565,4,SAN AGUSTIN,2,25,SAN AGUSTIN,COLEGIO SAN JOSE,6444,2,21
-64.48321562413902,-32.30215400138417,12,SANTA ROSA,2,26,SANTA ROSA,COLEGIO NAC. DR.D.V. SARSFIELD,6446,2,21
-64.34095355672561,-31.340545503388675,8,ALVEAR ESQ SARMIENTO,3,28,LA CAMPANA,ESC ELADIO DIEZ,6468,3,21
-64.33474766856175,-31.343082823321517,9,CALERA,3,28,CALERA,INSTITUTO JESUS MARIA,6471,3,21
-64.06294497965098,-31.02093559788337,11,COLONIA CAROYA 0,3,29,COLONIA CAROYA,ESC. PRESBITERO BONORIS,6472,3,21
-64.09041662206603,-31.008653143942148,10,COLONIA CAROYA,3,29,COLONIA CAROYA,ESC.PROV. M. BELGRANO,6474,3,21
-64.04333969674035,-31.04643050522676,8,JUSTINIANO CELIZ HEREDIA 650,3,29,COLONIA CAROYA-B° PU,ESCUELA M. MORENO,6475,3,21
-64.14065219999996,-31.135245799999975,6,BUENOS AIRES Y CORDOBA,3,32,GENERAL PAZ,ESC PROV GRAL JOSE MARIA PAZ,6480,3,21
-64.1670194356847,-31.27995751819738,8,VILLA LOS LLANOS 0,3,34,JUAREZ CELMAN,ESC PROV LEOPOLDO LUGONES,6487,3,21
-64.16679000010123,-31.26154299490366,8,JUAREZ CELMAN,3,34,JUAREZ CELMAN,ESC.COM.R. SILIONI,6489,3,21
-64.04620600009069,-31.374193994835892,8,MALVINAS ARGENTINAS,3,35,MALVINAS ARGENTINAS,ESC.MUNIC.CIUDAD DE M.ARGENTIN,6491,3,21
-64.31756197133697,-31.166715478018208,9,SALTA 191,3,37,RIO CEBALLOS,I.P.E.M.144-MARIANO MORENO,6496,3,21
-64.29817200011271,-31.136236994979374,11,DESIDERIO TORRES 360,3,38,SALSIPUEDES,ESC.PROV. J.MALDONADO,6499,3,21
-64.31005810069665,-31.237253896870506,9,SARMIENTO Y VELEZ SARSFIELD  0,3,40,UNQUILLO,ESC.PROV. D.V.SARSFIELD,6503,3,21
-64.29846764482413,-31.290560066238925,12,VILLA ALLENDE,3,41,VILLA ALLENDE,COLEGIO SAN JOSE,6508,3,21
-64.3056018139397,-31.302162465815798,10,AV.SAN MARTIN 1070,3,41,VILLA ALLENDE,INSTITUTO NTA.SRA. DE LUJAN,6511,3,21
-64.29854445509086,-31.297142536333908,8,LAPRIDA/GONZALEZ,3,41,VILLA ALLENDE,INSTITUTO PAULA A.DE SARMIENTO,6512,3,21
-64.80669199794835,-30.72613330891401,13,PELLEGRINI 180,4,44,CRUZ DEL EJE,ESC.E. BAVIO,6528,4,21
-64.80925632938687,-30.723894447074994,13,PELLEGRINI 445,4,44,CRUZ DEL EJE,IPEM 273 M. BELGRANO,6531,4,21
-64.87718982779995,-30.67213697700003,3,PUBLICA S/N,4,45,EL BRETE,ESC PROV MANUEL BELGRANO,6533,4,21
-65.05949830269998,-30.482881140200018,3,PUBLICA S/N,4,46,GUANACO MUERTO,ESC PROV GRAL SAN MARTIN,6534,4,21
-65.1028058,-31.0157259,2,RUTA PROVINCIAL N°15 S/N,4,48,LA HIGUERA,ESC PROV GRAL SAN MARTIN,6536,4,21
-64.19701147115042,-31.445612315473518,8,J I DIAZ 200 B° EJERCITO  ARGENTINO,1,0004A,CAPITAL,ESC COM R ECHEGOYEN,6127,1,21
-64.19758160866344,-31.453783301775474,28,GUARDADO 184 B°LAS FLORES,1,0004A,CAPITAL,ESC SAN FRANCISCO DE ASIS,6129,1,21
-64.19363826094596,-31.476700210242754,7,PIZARRO ESQ. NIVOLI,1,0004C,CAPITAL,ESC SAN JOSE DE CALASANZ,6134,1,21
-64.16871427646277,-31.490188806926312,5,CNO A SAN CARLOS KM.5 1/2,1,0004D,CAPITAL,COL VILLA EUCARISTICA,6135,1,21
-64.186065743196,-31.496201053320785,6,MANZANA 49 B° C.OBISPO  ANGELELLI,1,0004F,,NSC.OSCAR RAUL MALVASIO,6137,1,21
-65.1906047,-30.76681179999998,3,PUBLICA 0,4,51,PASO VIEJO,ESCUELA ANTARTIDA ARGENTINA,6539,4,21
-65.385460000213,-30.637199996109867,8,AVDA. MALVINAS ARGENTINAS  0,4,55,SERREZUELA,ESC.PROV.B.RIVADAVIA,6543,4,21
-64.98681697056809,-30.85622280956618,8,JOSE IGNACIO PERALTA 249,4,56,SOTO,ESC.PADRE B.DE LAS CASAS,6546,4,21
-65.23782816669994,-30.746871224499994,2,PUBLICA 0,4,57,TUCLAME,ESC.PROV.J.J.CASTELLI,6548,4,21
-64.11350580082623,-31.427667411199877,9,AGUSTIN GARZON 5600,1,0005A,B° 1 DE MAYO,ELENA LOPEZ LALLANA,6138,1,21
-64.1211572085314,-31.444325707952313,6,JOSE A CABRERA 4717 B°DEAN  FUNES,1,0005B,CAPITAL,ESC 9 DE JULIO,6140,1,21
-64.12664649592612,-31.439557519764797,8,ANCASTI 4555 B°EMPALME,1,0005C,CAPITAL,ESC JUAN M DE PUEYRREDON,6141,1,21
-64.14008081627796,-31.428503251042027,13,JUNIN 3480 B°EMPALME,1,0005C,CAPITAL,ESC PROVINCIA DE LA RIOJA,6142,1,21
-64.11129404616058,-31.44085289457681,5,CALINGASTA 5800 (ESQ  TULUMBA),1,0005E,VILLA BUSTOS,IPEM 136 DR ALFREDO PALACIOS,6151,1,21
-64.15011575796356,-31.421651202262833,7,SARGENTO CABRAL 1153 B°SAN  VICENTE,1,0005G,CAPITAL,ESC A F AVALOS,6153,1,21
-64.15463567763274,-31.420592290369196,13,LOPEZ Y PLANES 2253 B°SAN  VICENTE,1,0005G,CAPITAL,ESC DGO F SARMIENTO,6154,1,21
-64.16422977060218,-31.423972280248165,11,AGUSTIN GARZON 1563 B°SAN  VICENTE,1,0005G,CAPITAL,ESC PTE RIVADAVIA,6156,1,21
-64.14531067035905,-31.422191713973163,9,LOPEZ Y PLANES 2936 B°SAN  VICENTE,1,0005G,CAPITAL,ESC SANTA MARGARITA DE CORTONA,6157,1,21
-64.16457464625752,-31.413919880064643,19,VIAMONTE 150 B°GRAL PAZ,1,0006C,CAPITAL,ESC NORMAL GARZON AGULLA,6163,1,21
-64.1655928741446,-31.41078512896411,14,VIAMONTE 446 B°GRAL.PAZ,1,0006C,CAPITAL,ESC RAMON J CARCANO,6164,1,21
-64.16524688452078,-31.418444732331828,10,LEONOR DE TEJEDA B°JUNIORS  1353,1,0006D,CAPITAL,ESC GABRIELA MISTRAL,6166,1,21
-63.1638,-32.20011280000004,4,CORDOBA ESQ ANTARTIDA  ARGENTINA,6,73,ARROYO ALGODON,ESC.PROV. A.ARGENTINA,6578,6,21
-63.24318089999994,-32.661211899999984,3,25 DE MAYO 55,6,75,AUSONIA,ESC.PROV.GRAL SAN MARTIN,6581,6,21
-63.2412265290914,-32.802119334933266,4,GENERAL PAZ 556,6,78,LA LAGUNA,ESC ESTEBAN ECHEVERRIA,6585,6,21
-64.18171848768465,-31.39106509121239,18,MANUEL LUCERO 560 B°ALTA  CORDOBA,1,0007B,CAPITAL,ESC MANUEL LUCERO,6172,1,21
-64.18581558652448,-31.386574561603886,11,TRAFALGAR 875 B°ALTA  CORDOBA,1,0007B,CAPITAL,ESC PCIA DE ENTRE RIOS,6173,1,21
-64.18173059580508,-31.394679958709357,13,A DEL VISO 445 B°ALTA  CORDOBA,1,0007B,CAPITAL,INST CORAZON DE MARIA,6174,1,21
-64.18250631018488,-31.38933359165931,11,LAVALLEJA 2257 B°ALTA  CORDOBA,1,0007B,CAPITAL,INST MANUEL LUCERO,6175,1,21
-64.18384326265222,-31.38767616123638,12,M FRAGUEIRO B°ALTA CORDOBA  2400,1,0007B,CAPITAL,INST NUESTRA MADRE DE LA MERCE,6176,1,21
-64.19003539626429,-31.39626222800122,7,RODRIGUEZ PEÑA 1548  B°COFICO,1,0007D,CAPITAL,ESC PCIA DE FORMOSA,6178,1,21
-64.1827791519251,-31.4028711998413,10,R SAENZ PEÑA 1212 B°COFICO,1,0007D,CAPITAL,ESC PTE SARMIENTO,6179,1,21
-64.19480522545643,-31.3638023682851,14,T DE IROBI B°M DE  SOBREMONTE,1,0007E,CAPITAL,ESC HONORATO LACONI,6181,1,21
-64.20419851069902,-31.36751651332893,14,P DE GUZMAN 131 B°M DE  SOBREMONTE,1,0007E,CAPITAL,ESC PETER PAN,6182,1,21
-64.19501394921168,-31.3634276218496,3,NUFLO DE AGUILAR 541,1,0007E,CAPITAL,J DE INF B.RIVADAVIA,6184,1,21
-64.18693686549541,-31.366455983854266,12,AVELLANEDA 4100  B°MFRAGUEIRO,1,0007G,CAPITAL,ESC ARTURO CAPDEVILA,6189,1,21
-63.2495,-32.4049,26,SARSFIELD 1072,6,89,VILLA MARIA,INST.LA SANTISIMA TRINIDAD,6604,6,21
-64.1183667154273,-31.387972755871868,11,BARRIENTOS Y HERRERA B°AMPL  PALMAR,1,0008A,CAPITAL,ESC EMILIO E SANCHEZ,6194,1,21
-64.16588208510126,-31.3984379671678,10,ANA M JANER 1551  B°PUEYRREDON,1,0008B,CAPITAL,ESC DEAN FUNES,6195,1,21
-64.17513853205182,-31.402913891552622,7,ESQUIU 1340 B°PUEYRREDON,1,0008B,CAPITAL,ESC FRAY J A DE SAN ALBERTO,6196,1,21
-64.16397867989649,-31.399588357995118,12,PADRE LUIS MONTI 1850  B°PUEYRREDON,1,0008B,CAPITAL,ESC ROBLES,6197,1,21
-64.16458511500123,-31.401150605871308,8,ANA M JANER 1250  B°PUEYRREDON,1,0008B,CAPITAL,INST OBISPO CAIXAL,6198,1,21
-64.16360540865777,-31.402340396606405,10,BUCHARDO 1729 B°  PUEYRREDON,1,0008B,CAPITAL,INST SAGRADA FAMILIA,6199,1,21
-64.1674254899678,-31.403140902836626,10,ROMA 1153 B°PUEYRREDON,1,0008B,CAPITAL,INST SAGRADO CORAZON,6200,1,21
-64.13764259081479,-31.392374492260195,13,SAN MARTIN S/N° B° YOFRE SUD,1,0008C,CAPITAL,ESC ALMIRANTE BROWN,6201,1,21
-64.13738895328287,-31.395040812589894,12,E SAN MARTIN 1251 B°YOFRE  SUD,1,0008C,CAPITAL,ESC TRINIDAD MORENO,6202,1,21
-63.250582233245524,-32.43688806803237,4,D.FUNES 1250,6,90,VILLA NUEVA,ESC.REP.DE BOLIVIA,6610,6,21
-64.55737205639993,-30.615762728099988,1,COPACABANA,7,93,COPACABANA,ESC.PROV.R. DE NICARAGUA,6617,7,21
-64.3484045381451,-30.412754057512505,3,SANTA ROSA ESQ. AMADEO  SABATTINI 0,7,95,DEAN FUNES,ESC.AMANDA SUAREZ CORDOBA,6620,7,21
-64.34954777941618,-30.42784394664007,10,DORREGO OBRAS SANITARIA  326,7,95,DEAN FUNES,ESC.PROV. M.MORENO,6623,7,21
-64.34912350719446,-30.42000853920329,9,DEAN FUNES,7,95,DEAN FUNES,ESC.PROV.GRAL SAN MARTIN,6624,7,21
-64.20784329076528,-31.3743149937587,7,TALAVERA DE MADRID 3261  B°LA FRANCE,1,0009A,CAPITAL,ESC MAHATMA GANDHI,6204,1,21
-64.22227008347136,-31.38286605600441,8,J.LOPEZ 2050 B°ALTOS DE V  CABRER,1,0009B,CAPITAL,ESC RICARDO ROJAS,6207,1,21
-64.19573433223859,-31.384768877297994,10,FCO VALLE 2443 B°LOS  PARAISOS,1,0009C,CAPITAL,COLEGIO FERMIN LAFITTE,6208,1,21
-64.20028692852867,-31.37753461349482,10,PLATON 3030 B°LOS PARAISO,1,0009C,CAPITAL,ESC DE COMERCIO J J PASO,6209,1,21
-64.20352625218429,-31.37454499411237,14,FIRPO 2254 B° ZUMAR,1,0009C,CAPITAL,ESC PCIA DE MISIONES,6211,1,21
-64.20799328536022,-31.36251969946518,8,RAUL CASARIEGO 4479 B°P  LUGONES,1,0009D,CAPITAL,COL EL SALVADOR,6212,1,21
-64.21078537189865,-31.362607832492532,10,LESPADA Y GALVEZ B°POETA  LUGONES,1,0009D,CAPITAL,ESC LEOPOLDO LUGONES,6213,1,21
-64.21690006019959,-31.35915003040722,9,CAMAÑO BAZAN E/CARLES Y  A.GRIMAU 0,1,0009D,,IPEM 198 MARTIN FERREYRA,6214,1,21
-64.19867446518077,-31.397918524633166,14,CASTRO BARROS 802 B°SAN  MARTIN,1,0009E,CAPITAL,ESC PTE HIPOLITO YRIGOYEN,6215,1,21
-64.19635796519957,-31.38526095346219,13,SAAVEDRA 619 B°SAN MARTIN,1,0009F,CAPITAL,ESC ANTONIO DEL VISO,6217,1,21
-64.19373249026022,-31.391181487695174,7,CERRITO Y GALAN B°SAN  MARTIN,1,0009F,CAPITAL,ESC J DE SAN MARTIN,6218,1,21
-64.20872478159227,-31.38860732861772,8,JULIAN PAZ 1851 VILLA CABRERA,1,0009G,CAPITAL,ESC PRESIDENTE KENNEDY,6220,1,21
-63.65632130005618,-33.29645319459257,8,ALEJANDRO,8,102,ALEJANDRO,ESC.MISIONEROS SALESIANOS,6636,8,21
-63.87395000007332,-32.81290999485688,7,MAIPU BARRIO ARGENTIN 962,8,106,CABRERA,ESC.FRAY PIO BENTIVOGLIO,6640,8,21
-63.87395000007332,-32.81290999485688,9,CABRERA,8,106,CABRERA,ESC.PROV.J.M.PAZ,6641,8,21
-63.87395000007332,-32.81290999485688,10,CABRERA,8,106,CABRERA,INST. G.L.DE CABRERA,6642,8,21
-64.0484289,-33.02470049999997,3,SARMIENTO 182,8,108,CHARRAS,ESC TTE CNEL J DUATE ARDOY,6644,8,21
-63.78612000006516,-32.75642999488808,12,BV SAN MARTIN 251,8,109,DEHEZA,ESC.PROV.GRAL SAN MARTIN,6645,8,21
-64.23531993103765,-31.48142991268006,5,USUAHIA 2150,1,0010A,B° CABILDO,IPEM 311,6223,1,21
-64.200721539634,-31.45124142284293,17,AV VELEZ SARSFIELD 3200 LAS  FLORE,1,0010B,CAPITAL,ESC PCIA DE CATAMARCA,6225,1,21
-64.20426503258803,-31.48096987926229,16,ICHO CRUZ S/N° B° COMERCIAL,1,0010C,CAPITAL,ESC ALEJANDRO CARBO,6228,1,21
-64.25122867566485,-31.4358691985505,11,LEOPOLDO CASAVEGA 2320,1,0010E,VILLA ADELA,ESC CADETES FUERZA AEREA,6233,1,21
-64.20492256629032,-31.417641204879583,9,LA PAMPA 550 B°P DE LOS AND,1,0010G,CAPITAL,EE UU DE NORTEAMERICA,6243,1,21
-64.194993448815,-31.42477207735642,8,BOLIVAR 896 B° GÜEM,1,0010G,CAPITAL,ESC ADOLFO SALDIAS,6244,1,21
-64.21988127303084,-31.430733622785883,9,AV FUERZA AEREA B°PARQUE  CAPITA,1,0010H,CAPITAL,ESC GDOR EMILIO OLMOS,6245,1,21
-64.22252811464976,-31.45246553574306,11,CALLE PUBLICA S/N,1,0010I,SMATA I,PRIMARIA ELPIDIO TORRES,6249,1,21
-64.21365690224147,-31.45624656029001,5,HUILICHES 1021,1,0010I,SMATA I,SAN JOSE ARTESANO,6250,1,21
-64.22252811464976,-31.45246553574306,11,CALLE PUBLICA S/N,1,0010I,SMATA I,SECUNDARIA ELPIDIO TORRES,6251,1,21
-64.23437929290867,-31.479527736968773,8,COLORADO ESQ LUAYABA,1,0010J,EX BºCABILDO,ESC.OSVALDO JORGE LEON,6254,1,21
-64.23528769806592,-31.475772062035034,11,J.B.COTTOLENGO 1955,1,0010J,CAPITAL,ESCUELA DON ORIONE,6255,1,21
-64.24751821307841,-31.479616507628563,12,BARBADOS Y HAITI B° VICOR,1,0010K,CAPITAL,ESC BENITO SORIA,6256,1,21
-64.2157254488551,-31.478297661745522,6,ARANI Y PJE. 17 V EL  LIBERTADOR,1,0010L,CAPITAL,COL SAN JOSE OBRERO,6257,1,21
-64.21769576279587,-31.46861025782138,5,IBARRA ESQ FORESITERI,1,0010L,VILLA EL LIBERTADOR,ESC PATRICIAS MENDOCINAS,6260,1,21
-64.21100151516889,-31.479819825097017,8,CALLE 49 S/N° VILLA EL  LIBERTADOR,1,0010L,CAPITAL,ESC PROV DE SGO DEL ESTERO,6261,1,21
-64.22472195127747,-31.480358887139353,9,ANIZACATE/CALLE 49 V. EL  LIBERTADOR,1,0010L,CAPITAL,ESC VICENTE FORESTIERI,6263,1,21
-63.47159744908135,-33.398534012704594,2,SRITA BERNARDINA BAIGORRI  229,8,113,LOS CISNES,ESC DOMINGO F SARMIENTO,6653,8,21
-63.8605318,-33.19901590000002,4,MANUEL DE LA LASTR 623,8,116,REDUCCION,ESC.CAP. F.D.ZARCO,6655,8,21
-64.21811238758178,-31.40322451069207,15,AV COLON 2772 B° ALTO  ALBERDI,1,0011A,CAPITAL,ESC JOSE MARIA PAZ,6268,1,21
-64.23371108517765,-31.40476319844201,5,DUARTE QUIROS 3950 ALTO  ALBERDI,1,0011A,CAPITAL,ESC MOYANO COUDERT,6269,1,21
-64.22243891150664,-31.406987348695907,12,VELEZ 252 B° ALTO ALBERDI,1,0011A,CAPITAL,ESC PQUIAL SAN JOSE,6270,1,21
-64.22271378702935,-31.406410934964683,11,CASEROS 3055 B° ALTO ALBERDI,1,0011A,CAPITAL,ESC SAN JOSE,6271,1,21
-64.20898786281113,-31.405003897738922,9,SANTA ROSA 2037 B° ALTO  ALBERDI,1,0011A,CAPITAL,ESC SAN LUIS GONZAGA,6272,1,21
-64.24137264868915,-31.395925120279994,17,AV COLON 4751 B°LAS PALMAS,1,0011C,CAPITAL,ESC GRAL SAN MARTIN,6276,1,21
-64.24350835615832,-31.401731467255466,7,QUEBRACHO HERRADO Y YAVI  LAS PALMAS,1,0011C,CAPITAL,ESC MUNIC JUSTO PAEZ MOLINA,6278,1,21
-64.22057784692717,-31.42865645185087,12,GOYENA Y GOMEZ CARRILLO,1,0011D,LOS NARANJOS CAPITAL,ESC REPUBLICA DEL PERU,6280,1,21
-64.21914658300705,-31.429551473974378,18,VIEYTES SUD 1607 B° LOS  NARANJOS,1,0011D,CAPITAL,INST JESUS MARIA,6282,1,21
-64.2310150056885,-31.42295842408258,11,AV LOS PLATANOS 1346,1,0011E,CAPITAL,ESC JOSE MARMOL,6285,1,21
-64.25118504309354,-31.402317914788007,8,AV DON BOSCO 5500 B° LOS  ROBLES,1,0011F,CAPITAL,COL SAN BUENAVENTURA,6288,1,21
-64.25343691044672,-31.400019607527263,11,POTRERILLO Y VENTA Y MEDIA,1,0011F,CAPITAL,ESC BATERIA LIBERTAD,6289,1,21
-64.26386408304029,-31.415605498201675,5,ALTO ALEGRE/NAMUNCURA,1,0011G,PQUE REPUBLICA,JORGE LUIS BORGES,6293,1,21
-64.25554903111144,-31.39372625182599,10,27 DE ABRIL 5650 B°QUEB LAS  ROSAS,1,0011H,CAPITAL,ESC GABRIELA MISTRAL,6294,1,21
-64.2483991349443,-31.411859141587374,6,SANTA ANA ESQ AVIADOR  PETIROSSI,1,0011I,LOS FILTROS VILLA,AGUIRRE CAMARA,6296,1,21
-64.247149308386,-31.424538232302066,10,ABEL N DE CHAVEZ RES SAN  ROQUE,1,0011I,CAPITAL,ESC MUNIC LUZ VIEYRA MENDEZ,6297,1,21
-64.2428522127128,-31.423148291596767,9,HURTADO DE MENDOZA ESQ  PEDRO ACUÑA,1,0011I,,ESC.REPUBLICA DEL ECUADOR,6298,1,21
-64.21067872517646,-31.417046728410426,12,SOL DE MAYO 726 B° OBRERO,1,0011J,CAPITAL,COLEGIO SAN JOSE,6301,1,21
-64.21297206780426,-31.416550312710502,16,SANTA ANA 2011 B°ALTO  ALBERDI,1,0011J,CAPITAL,ESC LUTERANO CONCORDIA,6303,1,21
-64.21685548353162,-31.410621477709782,17,ECHEVERRIA 370 B°ALTO  ALBERDI,1,0011J,CAPITAL,ESC ROMA,6304,1,21
-62.303919999889104,-33.12331999468671,6,BALDISSERA,9,121,BALDISSERA,ESC JOSE MARIA PAZ,6665,9,21
-62.3389569999435,-33.47301419449749,4,CORDOBA 138,9,124,CAVANAGH,ESC.SEC.TOMAS THOMAS,6669,9,21
-62.19110653337109,-33.28270159469849,6,CORRAL DE BUSTOS,9,125,CORRAL DE BUSTOS,COLEGIO JUAN XXIII,6670,9,21
-62.184620246709834,-33.27722910371567,5,CORRAL DE BUSTOS,9,125,CORRAL DE BUSTOS,ESC HIPOLITO IRIGOYEN,6671,9,21
-62.18784254962177,-33.289537201002055,8,CORRAL DE BUSTOS,9,125,CORRAL DE BUSTOS,ESC NOR SUP MAESTROS ARGENTINO,6672,9,21
-61.80618999980508,-33.00789999475131,7,CRUZ ALTA,9,126,CRUZ ALTA,COLEGIO SANTA JUANA DE ARCO,6675,9,21
-64.14219190715158,-31.48001703759755,13,ALTOLAGUIRRE 680 B°CNEL  OLMEDO,1,0012C,CAPITAL,ESC CORONEL OLMEDO,6322,1,21
-64.13315118673805,-31.456700084756847,8,DIEGO DE PACHECO 4900,1,0012D,CAPITAL,ESC MUNICIPAL DR A SABATTINI,6327,1,21
-64.14085712341937,-31.43938382361812,13,PJE GUASTONI 3472 B° BRIG S  MARTIN,1,0012D,CAPITAL,ESC PEDRO GOYENA,6328,1,21
-64.11090047297779,-31.461170862501817,8,SGO MORALES 4400 B°FERREYRA,1,0012E,CAPITAL,ESC LIBERTADOR GRAL S MARTIN,6331,1,21
-64.09167432226357,-31.475976687322863,5,RUTA 9 KM 8 1/2,1,0012E,CAPITAL,ESC REPUBLICA DE COSTA RICA,6332,1,21
-64.15604020814366,-31.444902858413048,7,BRAGADO/TRENQUE LAUQUEN  B°J HERNDEZ,1,0012F,CAPITAL,ESC MUNIC BRIG JUAN I DE S MAR,6336,1,21
-64.16878794508415,-31.441312631201576,10,B. DE O'HIGGINS 2656,1,0012F,CAPITAL,IPEM 167 JOSE MANUEL ESTRADA,6339,1,21
-64.09736676460359,-31.46520326667906,6,VUCETICH 6410 B°ITUZAINGO,1,0012G,CAPITAL,ESC PRIMARIA CARLOS M DE ALVEA,6342,1,21
-64.16863307163388,-31.502066783785764,7,AV B DE O'HIGGINS KM 8 1/2,1,0012H,CAPITAL,ESC JOSE M ESTRADA,6344,1,21
-64.15795940503217,-31.464307106782876,9,PALAMARA 2900,1,0012H,,ESC MADRE TERESA DE CALCUTA,6345,1,21
-62.17531069999995,-33.31144939999995,2,ISLAS MALVINAS 0,9,130,LA ITALIANA,ESC.PROV.GRAL SAN MARTIN,6681,9,21
-62.45617999991054,-32.91550999480029,6,MONTE BUEY,9,134,MONTE BUEY,ESC MANUEL BELGRANO,6693,9,21
-62.267972,-33.24807,1,AV ITALIA 448,9,135,CAP GRAL B O'HIGGINS,ESC.PROV.GRAL SAN MARTIN,6695,9,21
-61.91638999981731,-32.73078999490326,3,ALSINA 517 SUR,9,136,ROCA,ESC 9 DE JULIO,6696,9,21
-65.28251172079999,-31.04115450779996,3,CESAR MANUEL VERA S/N,10,138,CIENAGA DELCORO,ESC PROV COMTE ROSENDO LEAL,6701,10,21
-65.34106074554008,-31.089135662527053,1,PUBLICA S/N,10,139,GUASAPAMPA,ESC PROV JERONIMO CORTES,6702,10,21
-64.17114637506607,-31.379725218874228,11,ALVAREZ DE LAS CASAS 280  AYACUCH,1,0013A,CAPITAL,ESC R SANCHEZ DE CALDELARI,6353,1,21
-64.17564852270525,-31.395026997843612,9,GIANELLI 500 B°GRAL BUSTOS,1,0013C,CAPITAL,COLEGIO HORTUS CONCLUSUS,6355,1,21
-64.17273078669034,-31.39347948537991,13,AUGUSTO LOPEZ 643 B°GRAL  BUSTOS,1,0013C,CAPITAL,ESC ALEJO CARMEN GUZMAN,6356,1,21
-64.10749237139245,-31.38186328296648,4,CNO MONTE CRISTO KM 5,1,0013E,CAPITAL,ESC REPUBLICA DE LA INDIA,6360,1,21
-64.17370568364151,-31.351666598510953,24,ISAAC 4847,1,0013G,PQUE LICEO 1RA SECC,ESC ESPIRITU SANTO,6364,1,21
-64.15805842664476,-31.356346385963217,7,STORNI S/N B°PQUE LICEO 3RA  SECC,1,0013G,CAPITAL,ESC MUNIC GDOR A ZANICHELLI,6365,1,21
-64.14307265699011,-31.37858574252166,15,MADRE BRIGIDA PASTORINO  2733,1,0013H,CAPITAL,COL HIJAS DE MARIA INMACULADA,6369,1,21
-64.14030651745779,-31.377917061467357,11,USANDIVARAS 2254  B°PATRICIOS,1,0013H,CAPITAL,ESC JOSE MARIA PAZ,6370,1,21
-64.1354659459091,-31.371059782094314,12,ABRAMO 2545 B°BELGRANO,1,0013H,CAPITAL,ESC MANUEL BELGRANO,6371,1,21
-64.14306097505111,-31.377917619373772,8,USANDIVARAS 2050 VILLA  CORINA,1,0013H,CAPITAL,ESC PARROQUIAL SAN ROQUE,6373,1,21
-64.16314630008878,-31.37690566043208,11,A CAPDEVILA 709 Y BILIBISACATE,1,0013J,V AZALAIS CAPITAL,ESC ARTURO CAPDEVILA,6378,1,21
-64.15233385557774,-31.373563964559406,8,GELLY Y OBES 3110 VILLA  AZALAIS,1,0013J,CAPITAL,ESC GDOR H DEL CASTILLO,6380,1,21
-64.15284657370331,-31.376498197304,13,J MONTAÑO 1350 B° VILLA  AZALAIZ,1,0013J,CAPITAL,ESC JUSTO PAEZ MOLINA,6381,1,21
-64.15033525289384,-31.362975266225565,7,FCO DEL PRADO 3900 V AZALAIS,1,0013J,CAPITAL,ESC MUNIC J A PAREDES,6382,1,21
-64.16430689899234,-31.381471244606754,11,NUEVO MUNDO 824 B°RESID  AMERICA,1,0013J,CAPITAL,ESC PARROQUIAL L STUCCHI BAUDO,6383,1,21
-64.13330886549669,-31.385196238581408,9,ALSINA 2032 B°YOFRE N,1,0013N,CAPITAL,ESC DR ANTONIO NORES,6388,1,21
-64.13429507649664,-31.3851463958059,13,JACINTO DE ALTOLAGUIRRE  B°YOFRE NORT 208,1,0013N,CAPITAL,ESC MATEO J LUQUE,6389,1,21
-64.12531302073565,-31.370838112183282,3,MANZANA 22 B°CIUDAD DE LOS  CUARTETOS,1,0013O,,ESC. CARLOS TAGLE ACHAVAL,6390,1,21
-65.10396393786681,-31.17493269056101,6,RIVADAVIA E IRIGOYEN 0,10,142,SAN CARLOS,ESC.SEC.J.L.DE CABRERA,6705,10,21
